时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
28,4:30-4:40,643.042903348387,0.0,0.0,10050.0,10050.0,0.0
29,4:40-4:50,645.6758424743866,0.0,0.0,10050.0,10050.0,0.0
30,4:50-5:00,640.9841770784739,0.0,0.0,10050.0,10050.0,0.0
31,5:00-5:10,606.8876131583103,0.0,0.0,10050.0,10050.0,18.27765350835637
32,5:10-5:20,632.3477692716862,0.0,0.0,10050.0,10050.0,0.0
33,5:20-5:30,679.4660312973957,0.0,0.0,10050.0,10050.0,0.0
34,5:30-5:40,1454.1942297969722,833.3333333333333,0.0,10050.0,10800.0,0.0
35,5:40-5:50,665.8816671464201,0.0,0.0,10800.0,10800.0,1.0317661869131598
36,5:50-6:00,0.0,0.0,818.1381520399046,10800.0,9890.95760884455,0.0
37,6:00-6:10,0.0,0.0,827.3667993516249,9890.95760884455,8971.661165120522,0.0
38,6:10-6:20,0.0,0.0,756.3621086829908,8971.661165120522,8131.258822139422,0.0
39,6:20-6:30,0.0,0.0,702.4366462725501,8131.258822139422,7350.773659614366,0.0
40,6:30-6:40,0.0,0.0,678.8397203598413,7350.773659614366,6596.5073036589865,0.0
41,6:40-6:50,0.0,0.0,642.352832680861,6596.5073036589865,5882.781934013586,0.0
42,6:50-7:00,494.1333193047171,0.0,73.93344103240607,5882.781934013586,5800.633666199801,0.0
43,7:00-7:10,494.93593279542574,0.0,0.0,5800.633666199801,5800.633666199801,0.0
44,7:10-7:20,460.7995647496975,0.0,0.0,5800.633666199801,5800.633666199801,0.0
45,7:20-7:30,434.2100766507103,0.0,0.0,5800.633666199801,5800.633666199801,0.0
46,7:30-7:40,348.79616087141636,0.0,0.0,5800.633666199801,5800.633666199801,0.0
47,7:40-7:50,0.0,0.0,411.45310256156733,5800.633666199801,5343.463552242504,0.0
48,7:50-8:00,0.0,0.0,575.9161091530774,5343.463552242504,4703.556764294641,0.0
49,8:00-8:10,0.0,0.0,548.1909293214036,4703.556764294641,4094.455731715303,0.0
50,8:10-8:20,0.0,0.0,462.0478377056419,4094.455731715303,3581.069245375701,0.0
51,8:20-8:30,0.0,0.0,414.6486804411352,3581.069245375701,3120.348489329995,0.0
52,8:30-8:40,0.0,0.0,370.3760577398366,3120.348489329995,2708.8195362857323,0.0
53,8:40-8:50,0.0,0.0,325.4641598399945,2708.8195362857323,2347.1926920190717,0.0
54,8:50-9:00,0.0,0.0,282.29749287177583,2347.1926920190717,2033.528811050432,0.0
55,9:00-9:10,0.0,0.0,254.2346844643347,2033.528811050432,1751.0458283122825,0.0
56,9:10-9:20,0.0,0.0,216.00650527848302,1751.0458283122825,1511.038600225079,0.0
57,9:20-9:30,0.0,0.0,148.42730140784693,1511.038600225079,1346.1193764385825,0.0
58,9:30-9:40,0.0,0.0,57.31775138066064,1346.1193764385825,1282.4329860156263,0.0
59,9:40-9:50,0.0,0.0,22.5037446746054,1282.4329860156263,1257.4288252660647,0.0
60,9:50-10:00,0.0,0.0,38.145938996487075,1257.4288252660647,1215.0444486033014,0.0
61,10:00-10:10,0.0,0.0,13.540003742971294,1215.0444486033014,1200.0,0.0
62,10:10-10:20,0.0,33.581576986263144,0.0,1200.0,1230.2234192876367,0.0
63,10:20-10:30,0.0,75.46823756742242,0.0,1230.2234192876367,1298.144833098317,0.0
64,10:30-10:40,0.0,89.53862497301247,0.0,1298.144833098317,1378.729595574028,0.0
65,10:40-10:50,0.0,109.92189151021967,0.0,1378.729595574028,1477.6592979332258,0.0
66,10:50-11:00,695.9677656075069,833.3333333333333,0.0,1477.6592979332258,2227.659297933226,0.0
67,11:00-11:10,696.6667870599624,833.3333333333333,0.0,2227.659297933226,2977.659297933226,0.0
68,11:10-11:20,697.5531999927953,833.3333333333333,0.0,2977.659297933226,3727.659297933226,0.0
69,11:20-11:30,690.4840540823873,833.3333333333333,0.0,3727.659297933226,4477.659297933225,0.0
70,11:30-11:40,692.6013978096155,833.3333333333333,0.0,4477.659297933225,5227.659297933225,0.0
71,11:40-11:50,663.7159217125475,833.3333333333333,0.0,5227.659297933225,5977.659297933225,0.0
72,11:50-12:00,615.9592457547802,833.3333333333333,0.0,5977.659297933225,6727.659297933225,0.0
73,12:00-12:10,597.2714230107084,833.3333333333333,0.0,6727.659297933225,7477.659297933225,0.0
74,12:10-12:20,587.1970499219159,833.3333333333333,0.0,7477.659297933225,8227.659297933225,0.0
75,12:20-12:30,581.6553167991879,833.3333333333333,0.0,8227.659297933225,8977.659297933225,0.0
76,12:30-12:40,592.557115255516,833.3333333333333,0.0,8977.659297933225,9727.659297933225,0.0
77,12:40-12:50,202.46496729390685,427.32007066786537,0.0,9727.659297933225,10112.247361534304,0.0
78,12:50-13:00,0.0,186.60478340489772,0.0,10112.247361534304,10280.191666598712,0.0
79,13:00-13:10,0.0,136.21404548888347,0.0,10280.191666598712,10402.784307538706,0.0
80,13:10-13:20,0.0,122.89426666097006,0.0,10402.784307538706,10513.389147533579,0.0
81,13:20-13:30,0.0,140.31836501890814,0.0,10513.389147533579,10639.675676050596,0.0
82,13:30-13:40,0.0,103.09624035899208,0.0,10639.675676050596,10732.46229237369,0.0
83,13:40-13:50,0.0,52.638407885835136,0.0,10732.46229237369,10779.83685947094,0.0
84,13:50-14:00,0.0,20.273614374987574,0.0,10779.83685947094,10798.083112408429,0.0
85,14:00-14:10,0.0,2.1298751017450286,0.0,10798.083112408429,10800.0,0.0
86,14:10-14:20,0.0,0.0,44.19209283887699,10800.0,10750.89767462347,0.0
87,14:20-14:30,0.0,0.0,109.7257159744488,10750.89767462347,10628.980212429637,0.0
88,14:30-14:40,0.0,0.0,131.10824442466344,10628.980212429637,10483.304385291121,6.177222242003154
89,14:40-14:50,0.0003742969398672358,0.0,169.08177924107952,10483.304385291121,10295.435741689922,33.498963128647006
90,14:50-15:00,231.86827327171545,0.0,0.0,10295.435741689922,10295.435741689922,18.30547672828459
91,15:00-15:10,827.9493384928264,560.6269536778644,0.0,10295.435741689922,10800.0,0.0
92,15:10-15:20,310.01740257340805,0.0,0.0,10800.0,10800.0,0.0
93,15:20-15:30,388.8835891605204,0.0,0.0,10800.0,10800.0,0.0
94,15:30-15:40,434.73908179048556,0.0,0.0,10800.0,10800.0,0.0
95,15:40-15:50,465.02438405411954,0.0,0.0,10800.0,10800.0,0.0
96,15:50-16:00,520.4167533450594,0.0,0.0,10800.0,10800.0,0.0
97,16:00-16:10,609.337455137595,0.0,0.0,10800.0,10800.0,0.0
98,16:10-16:20,674.8105777596302,0.0,0.0,10800.0,10800.0,0.0
99,16:20-16:30,706.522282101086,0.0,0.0,10800.0,10800.0,0.0
100,16:30-16:40,757.5078713134637,0.0,0.0,10800.0,10800.0,0.0
101,16:40-16:50,840.0263274422509,0.0,0.0,10800.0,10800.0,0.0
102,16:50-17:00,928.951735822819,0.0,0.0,10800.0,10800.0,0.0
103,17:00-17:10,976.5253900215191,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,1005.8551806933363,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,1050.2768901411637,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,1112.856024018933,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,1046.9394988937659,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,890.5400991598985,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,838.2072528319388,0.0,0.0,10800.0,10800.0,0.0
110,18:10-18:20,865.3590464354428,0.0,0.0,10800.0,10800.0,0.0
111,18:20-18:30,873.4102253788539,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,864.2044578750214,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,850.967868773556,0.0,0.0,10800.0,10800.0,0.0
114,18:50-19:00,22.31992930697095,0.0,833.3333333333333,10800.0,9874.074074074075,0.0
115,19:00-19:10,57.38550244655357,0.0,833.3333333333333,9874.074074074075,8948.14814814815,0.0
116,19:10-19:20,41.18838927075001,0.0,833.3333333333333,8948.14814814815,8022.2222222222235,0.0
117,19:20-19:30,4.110320327794739,0.0,833.3333333333333,8022.2222222222235,7096.296296296297,0.0
118,19:30-19:40,42.02798107903152,0.0,833.3333333333333,7096.296296296297,6170.370370370371,0.0
119,19:40-19:50,62.440775187400504,0.0,833.3333333333333,6170.370370370371,5244.444444444445,0.0
120,19:50-20:00,39.36289477447178,0.0,833.3333333333333,5244.444444444445,4318.518518518519,0.0
121,20:00-20:10,23.98211051717601,0.0,833.3333333333333,4318.518518518519,3392.592592592593,0.0
122,20:10-20:20,546.4326905341841,0.0,306.6666666666668,3392.592592592593,3051.851851851852,0.0
123,20:20-20:30,13.295995683435649,0.0,833.3333333333333,3051.851851851852,2125.925925925926,0.0
124,20:30-20:40,23.61922297422518,0.0,833.3333333333333,2125.925925925926,1200.0,0.0
125,20:40-20:50,867.1935658678427,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,868.1236086715124,0.0,0.0,1200.0,1200.0,1.093057995154254
127,21:00-21:10,870.9857009858208,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,860.6584499344408,0.0,0.0,1200.0,1200.0,0.0
129,21:20-21:30,856.1536735839284,0.0,0.0,1200.0,1200.0,0.0
130,21:30-21:40,872.9575670021266,0.0,0.0,1200.0,1200.0,0.0
131,21:40-21:50,814.3924203808456,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1526.3614218607458,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1476.1958220118902,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,641.082905166677,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1490.415014352991,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1524.400606720059,833.3333333333333,0.0,3450.0,4200.0,0.0
137,22:40-22:50,702.3487959007875,0.0,0.0,4200.0,4200.0,0.0
138,22:50-23:00,1509.0399754919006,833.3333333333333,0.0,4200.0,4950.0,0.0
139,23:00-23:10,638.6835292650984,0.0,0.0,4950.0,4950.0,0.0
140,23:10-23:20,827.9496993480151,195.47524956739633,0.0,4950.0,5125.927724610657,0.0
141,23:20-23:30,1481.310980570171,833.3333333333333,0.0,5125.927724610657,5875.927724610657,0.0
142,23:30-23:40,1478.7489247251756,833.3333333333333,0.0,5875.927724610657,6625.927724610657,0.0
143,23:40-23:50,646.8787644660578,0.0,0.0,6625.927724610657,6625.927724610657,0.0
144,23:50-0:00+1,661.3391478597354,0.0,0.0,6625.927724610657,6625.927724610657,0.0
