时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
104,17:10-17:20,886.4800201321893,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,952.5324153632507,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,1029.0120873370322,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,938.0273350842731,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,749.3810904086803,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,722.2081952903321,0.0,0.0,10800.0,10800.0,0.0
110,18:10-18:20,761.7197962227015,0.0,0.0,10800.0,10800.0,0.0
111,18:20-18:30,764.5307672499772,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,758.5435242892238,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,201.70176373519917,0.0,538.5926866120654,10800.0,10201.56368154215,4.679882986068719
114,18:50-19:00,0.0,0.0,722.4440516047047,10201.56368154215,9398.848068648032,40.762615061961924
115,19:00-19:10,0.0,0.0,723.5797307434818,9398.848068648032,8594.870590044164,23.13830258985149
116,19:10-19:20,0.0,0.0,728.1229313063503,8594.870590044164,7785.845110814885,0.0
117,19:20-19:30,0.0,0.0,730.4645569319397,7785.845110814885,6974.217825334952,0.0
118,19:30-19:40,0.0,0.0,742.0721916762685,6974.217825334952,6149.693167916876,0.0
119,19:40-19:50,0.0,0.0,740.200260598478,6149.693167916876,5327.248433918567,0.0
120,19:50-20:00,0.0,0.0,736.6206779465806,5327.248433918567,4508.781013977921,0.0
121,20:00-20:10,0.0,0.0,751.8810193444165,4508.781013977921,3673.3576591507917,12.455497322250267
122,20:10-20:20,0.0,0.0,748.142181558983,3673.3576591507917,2842.0885685296994,5.801635107683637
123,20:20-20:30,0.0,0.0,731.6474616257992,2842.0885685296994,2029.1469445010334,0.0
124,20:30-20:40,0.0,0.0,746.2322500509299,2029.1469445010334,1200.0,0.0
125,20:40-20:50,766.6093311705008,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,768.6965879971266,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,738.5617791347729,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,718.2623509804229,0.0,0.0,1200.0,1200.0,18.18824901957703
129,21:20-21:30,728.6890341619887,0.0,0.0,1200.0,1200.0,30.244299171344665
130,21:30-21:40,753.636193558523,0.0,0.0,1200.0,1200.0,0.7392731081436068
131,21:40-21:50,681.9898289918935,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1400.6551771188306,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1403.9049970733327,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,586.9994260368807,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1405.6226531580453,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1421.1134608065368,833.3333333333333,0.0,3450.0,4200.0,0.0
137,22:40-22:50,603.5071938524085,0.0,0.0,4200.0,4200.0,0.0
138,22:50-23:00,1434.8767162069696,833.3333333333333,0.0,4200.0,4950.0,0.0
139,23:00-23:10,595.4263043287851,0.0,0.0,4950.0,4950.0,0.0
140,23:10-23:20,903.3019987557522,320.69307115841286,0.0,4950.0,5238.623764042572,0.0
141,23:20-23:30,1407.992230482893,833.3333333333333,0.0,5238.623764042572,5988.623764042572,0.0
142,23:30-23:40,1416.840279411921,833.3333333333333,0.0,5988.623764042572,6738.623764042572,17.172387254745445
143,23:40-23:50,532.2228414403095,0.0,0.0,6738.623764042572,6738.623764042572,8.755341893023797
144,23:50-0:00+1,442.7194664547974,0.0,0.0,6738.623764042572,6738.623764042572,0.0
