date,period,time,price_yuan_per_kwh,predicted_load_kwh,actual_load_kwh,predicted_pv_kwh,actual_pv_kwh,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,predicted_curtailment_kwh,soc_before_kwh,soc_after_kwh,actual_emergency_kwh,actual_surplus_kwh,planned_cost_yuan,emergency_cost_yuan
2025-02-01,19,3:10-3:20,0.4374,579.216725,483.39955,0.0,0.0,579.216725,0.0,0.0,0.0,10800.0,10800.0,0.0,95.81717500000002,253.349395515,0.0
2025-02-01,20,3:20-3:30,0.4371,601.2501749999999,486.6019166666666,0.0,0.0,601.2501749999999,0.0,0.0,0.0,10800.0,10800.0,0.0,114.64825833333327,262.80645149249995,0.0
2025-02-01,21,3:30-3:40,0.4356,610.2083333333333,498.84833333333336,0.0,0.0,610.2083333333333,0.0,0.0,0.0,10800.0,10800.0,0.0,111.3599999999999,265.80674999999997,0.0
2025-02-01,22,3:40-3:50,0.4353,595.6203166666667,518.3097333333333,0.0,0.0,595.6203166666667,0.0,0.0,0.0,10800.0,10800.0,0.0,77.3105833333334,259.273523845,0.0
2025-02-01,23,3:50-4:00,0.436,594.5347999999999,509.13346666666666,0.0,0.0,594.5347999999999,0.0,0.0,0.0,10800.0,10800.0,0.0,85.40133333333324,259.21717279999996,0.0
2025-02-01,24,4:00-4:10,0.4378,610.9133333333334,483.6166666666666,0.0,0.0,610.9133333333334,0.0,0.0,0.0,10800.0,10800.0,0.0,127.2966666666668,267.4578573333334,0.0
2025-02-01,25,4:10-4:20,0.4401,613.3704583333333,491.1868,0.0,0.0,613.3704583333333,0.0,0.0,0.0,10800.0,10800.0,0.0,122.18365833333331,269.9443387125,0.0
2025-02-01,26,4:20-4:30,0.4389,609.0857333333333,504.64528333333334,0.0,0.0,609.0857333333333,0.0,0.0,0.0,10800.0,10800.0,0.0,104.44045,267.32772836000004,0.0
2025-02-01,27,4:30-4:40,0.4364,613.9275,505.57833333333326,0.0,0.0,613.9275,0.0,0.0,0.0,10800.0,10800.0,0.0,108.34916666666675,267.917961,0.0
2025-02-01,28,4:40-4:50,0.4393,632.7500249999999,503.23096666666663,0.0,0.0,632.7500249999999,0.0,0.0,0.0,10800.0,10800.0,0.0,129.5190583333333,277.9670859825,0.0
2025-02-01,29,4:50-5:00,0.4422,634.0297333333333,502.84698333333336,0.00024040705442957615,0.00023333333333333333,634.0297333333333,0.0,0.0,0.00024040705443439947,10800.0,10800.0,0.0,131.18298333333328,280.36794807999996,0.0
2025-02-01,30,5:00-5:10,0.4395,620.17,499.64166666666665,0.0,0.0,620.17,0.0,0.0,0.0,10800.0,10800.0,0.0,120.52833333333331,272.564715,0.0
2025-02-01,31,5:10-5:20,0.4333,624.056875,488.78358333333335,0.0,0.0,624.056875,0.0,0.0,0.0,10800.0,10800.0,0.0,135.27329166666664,270.4038439375,0.0
2025-02-01,32,5:20-5:30,0.4439,629.5396333333333,498.51875,0.003425074653419176,0.0033166666666666665,629.5396333333333,0.0,0.0,0.0034250746533643905,10800.0,10800.0,0.0,131.02419999999998,279.4526432366667,0.0
2025-02-01,33,5:30-5:40,0.4301,631.7283333333332,529.2233333333334,0.0,0.0,631.7283333333332,0.0,0.0,0.0,10800.0,10800.0,0.0,102.50499999999988,271.70635616666664,0.0
2025-02-01,34,5:40-5:50,0.3713,647.4504416666666,547.4103166666666,0.0,0.0,647.4504416666666,0.0,0.0,0.0,10800.0,10800.0,0.0,100.04012499999999,240.39834899083334,0.0
2025-02-01,35,5:50-6:00,0.5708,683.447175,531.2274,0.04766807856619986,0.04623333333333333,683.447175,0.0,0.0,0.04766807856617561,10800.0,10800.0,0.0,152.26600833333336,390.11164749,0.0
2025-02-01,36,6:00-6:10,0.9099,721.2391666666667,510.98333333333335,0.0,0.0,721.2391666666667,0.0,0.0,0.0,10800.0,10800.0,0.0,210.25583333333338,656.2555177500001,0.0
2025-02-01,37,6:10-6:20,0.9368,731.8057249999999,535.1871833333332,4.757404309429186e-06,0.0,56.80572499999994,0.0,675.0,4.757404326483083e-06,10800.0,10050.0,0.0,196.61854166666672,53.21560317999994,0.0
2025-02-01,38,6:20-6:30,0.8758,732.7175416666666,533.9993499999999,0.6639552360857522,0.6440166666666667,732.7175416666666,0.0,0.0,0.6639552360857124,10050.0,10050.0,0.0,199.36220833333337,641.7140229916666,0.0
2025-02-01,39,6:30-6:40,0.8759,731.0433333333333,504.52,0.0,0.0,731.0433333333333,0.0,0.0,0.0,10050.0,10050.0,0.0,226.5233333333333,640.3208556666666,0.0
2025-02-01,40,6:40-6:50,0.8601,723.4837416666667,519.5536833333333,6.589885969357465e-05,0.0,723.4837416666667,0.0,0.0,6.589885970242904e-05,10050.0,10050.0,0.0,203.93005833333336,622.2683662075,0.0
2025-02-01,41,6:50-7:00,0.8442,751.4720833333333,566.415,11.141903206446694,14.934916666666666,751.4720833333333,0.0,0.0,11.141903206446727,10050.0,10050.0,0.0,199.99200000000002,634.3927327499999,0.0
2025-02-01,42,7:0-7:10,0.8334,790.9591666666666,608.7916666666666,48.0673437691938,56.75,790.9591666666666,0.0,0.0,48.067343769193826,10050.0,10050.0,0.0,238.91750000000002,659.1853695,0.0
2025-02-01,43,7:10-7:20,0.8092,777.1329249999999,617.2140499999999,90.67973902950718,102.656,777.1329249999999,0.0,0.0,90.67973902950712,10050.0,10050.0,0.0,262.57487499999996,628.8559629099999,0.0
2025-02-01,44,7:20-7:30,0.7972,784.6292083333333,595.3964666666666,135.59821533146808,147.48791666666665,784.6292083333333,0.0,0.0,135.59821533146805,10050.0,10050.0,0.0,336.72065833333335,625.5064048833333,0.0
2025-02-01,45,7:30-7:40,0.7644,806.6833333333334,579.5366666666666,182.58053744237364,190.11249999999998,790.2651570020707,0.0,0.0,166.16236111111095,10050.0,10050.0,0.0,400.84099033540406,604.0786860123828,0.0
2025-02-01,46,7:40-7:50,0.6899,772.9322916666667,609.0003666666667,230.78311448175285,231.34661666666665,1562.9409549626916,833.3333333333333,0.0,187.45844444444447,10050.0,10800.0,0.0,351.9538716293584,1078.272964828761,0.0
2025-02-01,47,7:50-8:00,0.86,818.0381666666666,640.2366833333333,278.6316749451343,279.07533333333333,807.6830857691511,0.0,0.0,268.2765940476189,10800.0,10800.0,0.0,446.5217357691512,694.60745376147,0.0
2025-02-01,48,8:00-8:10,1.1617,924.175,633.9416666666666,327.23576834479155,334.01874999999995,90.8416666666667,0.0,833.3333333333333,327.2357683447915,10800.0,9874.074074074075,0.0,624.2520833333333,105.5307641666667,0.0
2025-02-01,49,8:10-8:20,1.1683,930.5569833333333,590.91065,378.60395920320536,388.6844166666666,97.22365000000002,0.0,833.3333333333333,378.60395920320536,9874.074074074075,8948.14814814815,0.0,728.3307499999999,113.58639029500002,0.0
2025-02-01,50,8:20-8:30,1.0956,920.2785333333333,568.5581666666667,427.30805049734045,438.7655666666667,32.535066169326,0.0,833.3333333333333,372.89791666666645,8948.14814814815,8022.2222222222235,0.0,736.0757995026593,35.64541849511356,0.0
2025-02-01,51,8:30-8:40,1.0849,939.4333333333334,574.2283333333332,475.504989724789,487.94374999999997,32.80306583076663,0.0,833.3333333333333,402.2080555555556,8022.2222222222235,7096.296296296297,0.0,779.8518158307666,35.58804611979871,0.0
2025-02-01,52,8:40-8:50,1.061,945.2393083333333,577.8523166666666,530.1540424738423,541.8831666666666,0.0,0.0,786.6327269706023,371.5474611111114,7096.296296296297,6222.259932995628,0.0,750.6635769706023,0.0,0.0
2025-02-01,53,8:50-9:00,1.043,940.5226749999999,649.0800333333333,580.0625343097527,586.6261,0.0,0.0,673.4771684680251,313.0170277777777,6222.259932995628,5473.951968031156,0.0,611.0232351346917,0.0,0.0
2025-02-01,54,9:00-9:10,1.036,945.5216666666665,737.1266666666667,621.7236928055894,621.9499999999999,0.0,0.0,604.9599183055216,281.16194444444454,5473.951968031156,4801.774281025021,0.0,489.78325163885484,0.0,0.0
2025-02-01,55,9:10-9:20,1.0147,970.7844166666666,711.2534166666666,663.5810734023327,665.4293,0.0,0.0,608.6242710421117,301.4209277777777,4801.774281025021,4125.52509097823,0.0,562.8001543754451,0.0,0.0
2025-02-01,56,9:20-9:30,0.9922,971.3217249999999,698.3616999999999,711.9744231539901,729.7221999999999,0.0,0.0,557.6892274412479,298.34192559523797,4125.52509097823,3505.8703938212875,0.0,589.0497274412479,0.0,0.0
2025-02-01,57,9:30-9:40,0.97,953.2191666666665,736.3866666666665,759.0849289698381,798.0874999999999,0.0,0.0,513.7758448396856,319.6416071428573,3505.8703938212875,2935.0083439994146,0.0,575.476678173019,0.0,0.0
2025-02-01,58,9:40-9:50,0.9422,965.6069333333332,733.2125666666667,791.6343089364866,838.3206833333334,465.2775299524021,0.0,0.0,291.3049055555555,2935.0083439994146,2935.0083439994146,0.0,570.3856466190688,438.3844887211533,0.0
2025-02-01,59,9:50-10:00,0.9569,971.812,697.1223666666666,827.5521145127398,867.3196166666667,6.262073617121587,0.0,389.3606229812501,251.36281111111145,2935.0083439994146,2502.3854295758033,0.0,565.8199465983718,5.992178244223646,0.0
2025-02-01,60,10:00-10:10,0.9977,960.1008333333333,678.5883333333334,871.2714727135145,894.01875,0.0,0.0,334.22491617537435,245.39555555555546,2502.3854295758033,2131.024411603165,0.0,549.6553328420409,0.0,0.0
2025-02-01,61,10:10-10:20,0.9919,957.2318833333333,711.4322,909.6788616274005,911.8498333333333,0.0,0.0,300.09373281704393,252.54071111111114,2131.024411603165,1797.5869306953384,0.0,500.5113661503773,0.0,0.0
2025-02-01,62,10:20-10:30,0.9588,956.1955083333332,706.70705,944.7629703217777,933.6272333333333,0.0,0.0,281.5925046782221,270.1599666666666,1797.5869306953384,1484.7063699417583,0.0,508.5126880115554,0.0,0.0
2025-02-01,63,10:30-10:40,0.9549,956.5558333333332,666.9933333333333,971.1919190125387,959.21875,268.3383587652389,0.0,0.0,282.97444444444443,1484.7063699417583,1484.7063699417583,0.0,560.5637754319056,256.23629878492665,0.0
2025-02-01,64,10:40-10:50,0.9839,964.1578083333332,678.7204333333333,979.7946253857508,979.8081666666667,0.0,0.0,256.2357329475825,271.8725500000003,1484.7063699417583,1200.0,0.0,557.3234662809159,0.0,0.0
2025-02-01,65,10:50-11:00,0.799,950.0552749999999,678.1305,990.530790810051,1021.3479,231.9349286343937,0.0,0.0,272.4104444444449,1200.0,1200.0,0.0,575.1523286343937,185.31600797888058,0.0
2025-02-01,66,11:00-11:10,0.5025,926.9224999999999,652.925,1011.6683504710612,1060.2749999999999,1058.419566195605,833.3333333333333,0.0,309.83208333333323,1200.0,1950.0,0.0,632.4362328622717,531.8558320132914,0.0
2025-02-01,67,11:10-11:20,0.4662,936.1490999999999,657.69435,1031.4589826293807,1046.1778166666666,1088.2474060610953,833.3333333333333,0.0,350.22395535714304,1950.0,2700.0,0.0,643.3975393944286,507.3409407056826,0.0
2025-02-01,68,11:20-11:30,0.5007,934.8178666666665,656.1017166666666,1035.640376213447,1051.3417833333333,1084.1030916436955,833.3333333333333,0.0,351.5922678571428,2700.0,3450.0,0.0,646.009824977029,542.8104179859984,0.0
2025-02-01,69,11:30-11:40,0.4827,921.7933333333333,654.535,1035.8066178613192,1099.0625,1073.974215472014,833.3333333333333,0.0,354.6541666666667,3450.0,4200.0,0.0,685.1683821386807,518.4073538083412,0.0
2025-02-01,70,11:40-11:50,0.4785,935.2586166666666,692.20855,1056.1527667174244,1136.31565,995.0353332825755,833.3333333333333,0.0,282.5961500000001,4200.0,4950.0,0.0,605.8090999492422,476.12440697571236,0.0
2025-02-01,71,11:50-12:00,0.4662,920.6255749999999,680.1494833333334,1067.5174126051688,1128.4168166666666,922.6295512837198,833.3333333333333,0.0,236.1880555555556,4950.0,5700.0,0.0,537.5635512837198,430.12989680847016,0.0
2025-02-01,72,12:00-12:10,0.4432,881.4825,640.0333333333333,1057.5919240667686,1100.65625,904.0932148221202,833.3333333333333,0.0,246.86930555555568,5700.0,6450.0,0.0,531.3827981554537,400.69411280916364,0.0
2025-02-01,73,12:10-12:20,0.4411,879.9530833333332,676.8413833333333,1043.877736250728,1105.4832,961.2439415270494,833.3333333333333,0.0,291.8352611111111,6450.0,7200.0,0.0,556.5524248603829,424.00470260758146,0.0
2025-02-01,74,12:20-12:30,0.4551,885.5826749999999,663.0938,1040.5291076064668,1089.4810666666667,975.8138453697234,833.3333333333333,0.0,297.42694464285705,7200.0,7950.0,0.0,568.867778703057,444.0928810277611,0.0
2025-02-01,75,12:30-12:40,0.4463,879.005,594.0216666666666,1045.4011863825135,1052.4125,980.2711945698672,833.3333333333333,0.0,313.3340476190476,7950.0,8700.0,0.0,605.3286945698671,437.49503413653173,0.0
2025-02-01,76,12:40-12:50,0.4113,874.8088,601.1141666666666,1043.3897652940989,1052.0977666666665,964.0719906582822,833.3333333333333,0.0,299.3196226190478,8700.0,9450.0,0.0,581.7222573249489,396.5228097577515,0.0
2025-02-01,77,12:50-13:00,0.5682,882.1800499999999,633.3353666666667,1028.7131270729128,1058.98975,998.1442497128013,833.3333333333333,0.0,311.343993452381,9450.0,10200.0,0.0,590.4652997128013,567.1455626868137,0.0
2025-02-01,78,13:00-13:10,0.8279,893.0183333333333,638.6816666666666,1012.8847005152845,1052.225,194.51452567519163,0.0,0.0,314.38089285714284,10200.0,10200.0,0.0,608.0578590085249,161.03857580649114,0.0
2025-02-01,79,13:10-13:20,0.8636,890.2388833333333,619.3742333333332,1011.1984413988688,1041.0229166666666,161.9196699106551,0.0,0.0,282.8792279761907,10200.0,10200.0,0.0,583.5683532439884,139.83382693484174,0.0
2025-02-01,80,13:20-13:30,0.8416,882.8639166666666,606.5044,996.570685044378,1029.2288333333331,176.4175006699079,0.0,0.0,290.12426904761935,10200.0,10200.0,0.0,599.141934003241,148.4729685637945,0.0
2025-02-01,81,13:30-13:40,0.8618,883.1025,607.0133333333333,969.6870868279001,1017.28125,213.56654412448063,0.0,0.0,300.15113095238075,10200.0,10200.0,0.0,623.8344607911473,184.0516477264774,0.0
2025-02-01,82,13:40-13:50,0.8623,891.9027749999999,606.3183333333333,956.7947071929453,998.79405,219.2753005451499,0.0,0.0,284.1672327380953,10200.0,10200.0,0.0,611.7510172118166,189.08109166008273,0.0
2025-02-01,83,13:50-14:00,0.9026,881.3332666666665,624.9272166666666,933.7016592804164,948.6343499999999,183.68951204534653,0.0,84.76005248376077,320.81795714285727,10200.0,10105.822163906932,0.0,592.1566978624406,165.79815357212976,0.0
2025-02-01,84,14:00-14:10,0.9754,864.5308333333334,641.645,895.504777554497,875.1875,0.0,0.0,265.7542700645504,296.728214285714,10105.822163906932,9810.539641612988,0.0,499.2967700645504,0.0,0.0
2025-02-01,85,14:10-14:20,1.0002,880.3926166666665,612.7233833333332,862.1195056459682,815.6234166666666,0.0,0.0,303.63178363974555,285.3586726190472,9810.539641612988,9473.170993124382,0.0,506.5318169730789,0.0,0.0
2025-02-01,86,14:20-14:30,0.9978,880.3646833333332,603.26775,824.0266498451066,769.5365666666667,0.0,0.0,338.21630015489336,281.8782666666666,9473.170993124382,9097.375104063389,0.0,504.48511682156004,0.0,0.0
2025-02-01,87,14:30-14:40,1.0271,850.5175,610.8116666666666,777.1486045312528,727.3999999999999,0.0,0.0,347.8947288020803,274.525833333333,9097.375104063389,8710.825405394411,0.0,464.48306213541355,0.0,0.0
2025-02-01,88,14:40-14:50,1.0906,826.9677083333333,571.6230833333333,729.0683576326115,684.0674,0.0,0.0,390.69715843881704,292.7978077380951,8710.825405394411,8276.717451573502,0.0,503.1414751054838,0.0,0.0
2025-02-01,89,14:50-15:00,0.9376,818.077475,554.5942,681.5016977505151,648.3614333333333,0.0,0.0,429.04570641615146,292.4699291666666,8276.717451573502,7800.0,0.0,522.8129397494847,0.0,0.0
2025-02-01,90,15:00-15:10,0.6694,827.6066666666667,578.9233333333333,637.1080470168711,614.7249999999999,1312.8067744117002,833.3333333333333,0.0,288.9748214285712,7800.0,8550.0,0.0,515.2751077450334,878.7928547911921,0.0
2025-02-01,91,15:10-15:20,0.66,853.4128666666666,593.8219999999999,597.9737971574332,565.39285,1382.8566806203446,833.3333333333333,0.0,294.08427777777797,8550.0,9300.0,0.0,521.0941972870114,912.6854092094275,0.0
2025-02-01,92,15:20-15:30,0.7217,859.71055,603.3700333333334,554.1576187631745,505.4359666666667,1434.1646590146033,833.3333333333333,0.0,295.27839444444453,9300.0,10050.0,0.0,502.8972590146034,1035.0366344108393,0.0
2025-02-01,93,15:30-15:40,0.7308,843.6191666666666,608.655,503.7043011699238,450.63749999999993,1436.8472266078538,833.3333333333333,0.0,263.5990277777778,10050.0,10800.0,0.0,445.4963932745205,1050.0479532050197,0.0
2025-02-01,94,15:40-15:50,0.7534,835.2064583333332,596.78865,453.38892314999913,413.62829999999997,672.7191962944454,0.0,0.0,290.90166111111137,10800.0,10800.0,0.0,489.5588462944454,506.8266424882351,0.0
2025-02-01,95,15:50-16:00,0.7823,831.1741833333333,570.11095,401.04174914130385,375.9729,735.1886730809183,0.0,0.0,305.05623888888886,10800.0,10800.0,0.0,541.0506230809183,575.1380989512024,0.0
2025-02-01,96,16:00-16:10,0.8055,824.7524999999998,548.75,347.110545517114,328.93125,761.2011806733622,0.0,0.0,283.55922619047647,10800.0,10800.0,0.0,541.3824306733621,613.1475510323933,0.0
2025-02-01,97,16:10-16:20,0.8271,816.1285499999999,554.0824,295.64187065334164,281.17404999999997,812.9436793466583,0.0,0.0,292.4570000000001,10800.0,10800.0,0.0,540.0353293466583,672.385717187621,0.0
2025-02-01,98,16:20-16:30,0.8519,811.8979249999999,559.0360666666666,245.22252315338838,240.44151666666667,811.8979249999999,0.0,0.0,245.22252315338835,10800.0,10800.0,0.0,493.30337499999996,691.6558423074999,0.0
2025-02-01,99,16:30-16:40,0.8791,817.4183333333333,563.1066666666666,194.02362395181459,202.36249999999998,817.4183333333333,0.0,0.0,194.02362395181456,10800.0,10800.0,0.0,456.6741666666667,718.5924568333332,0.0
2025-02-01,100,16:40-16:50,0.9024,826.1501916666666,580.2863,142.24866666382474,155.5190333333333,826.1501916666666,0.0,0.0,142.24866666382468,10800.0,10800.0,0.0,401.38292499999994,745.5179329599999,0.0
2025-02-01,101,16:50-17:00,0.9163,797.962325,532.8180166666666,94.02742626081341,106.71146666666667,797.962325,0.0,0.0,94.0274262608134,10800.0,10800.0,0.0,371.855775,731.1728783975,0.0
2025-02-01,102,17:00-17:10,0.9264,749.6758333333332,446.78,50.19692614776204,59.70625,749.6758333333332,0.0,0.0,50.19692614776204,10800.0,10800.0,0.0,362.60208333333327,694.4996919999999,0.0
2025-02-01,103,17:10-17:20,0.9462,741.1500666666666,433.5435166666667,11.738809675572337,15.897433333333334,741.1500666666666,0.0,0.0,11.738809675572384,10800.0,10800.0,0.0,323.5039833333332,701.27619308,0.0
2025-02-01,104,17:20-17:30,0.9742,744.9388083333333,439.7808,0.0004402654654750764,0.0,744.9388083333333,0.0,0.0,0.00044026546549957857,10800.0,10800.0,0.0,305.1580083333333,725.7193870783333,0.0
2025-02-01,105,17:30-17:40,0.9862,752.4599999999999,436.13666666666666,0.0,0.0,752.4599999999999,0.0,0.0,0.0,10800.0,10800.0,0.0,316.32333333333327,742.0760519999999,0.0
2025-02-01,106,17:40-17:50,0.976,769.0430583333332,445.99516666666665,0.7000764217736919,0.68945,769.0430583333332,0.0,0.0,0.7000764217737014,10800.0,10800.0,0.0,323.73734166666657,750.5860249333332,0.0
2025-02-01,107,17:50-18:00,1.0742,697.5086166666666,439.89263333333326,3.159856195645559e-05,0.0,697.5086166666666,0.0,0.0,3.1598561918144696e-05,10800.0,10800.0,0.0,257.61598333333336,749.2637560233334,0.0
2025-02-01,108,18:00-18:10,1.2313,584.7333333333333,428.47,0.0,0.0,584.7333333333333,0.0,0.0,0.0,10800.0,10800.0,0.0,156.26333333333332,719.9821533333334,0.0
2025-02-01,109,18:10-18:20,1.2561,584.779275,454.18455,0.05026125292148912,0.049499999999999995,0.0,0.0,584.779275,0.05026125292147299,10800.0,10150.24525,0.0,130.644225,0.0,0.0
2025-02-01,110,18:20-18:30,1.2447,604.790125,472.26531666666665,2.2906020749103493e-06,0.0,604.790125,0.0,0.0,2.2906020831214846e-06,10150.24525,10150.24525,0.0,132.52480833333334,752.7822685875,0.0
2025-02-01,111,18:30-18:40,1.2545,599.6225,454.16833333333335,0.0,0.0,0.0,0.0,599.6225,0.0,10150.24525,9483.998027777778,0.0,145.4541666666666,0.0,0.0
2025-02-01,112,18:40-18:50,1.2522,616.876175,418.3761833333333,0.0036089752986110234,0.0035499999999999998,335.0280333333338,0.0,281.8481416666662,0.003608975298561745,9483.998027777778,9170.833425925926,0.0,198.5035416666667,419.52210334000057,0.0
2025-02-01,113,18:50-19:00,1.2881,630.8611083333333,414.0822333333333,0.0,0.0,0.0,0.0,630.8611083333333,0.0,9170.833425925926,8469.876638888889,0.0,216.77887499999997,0.0,0.0
2025-02-01,114,19:00-19:10,1.3466,618.7791666666666,432.1383333333333,0.0,0.0,0.0,0.0,618.7791666666666,0.0,8469.876638888889,7782.344231481482,0.0,186.64083333333326,0.0,0.0
2025-02-01,115,19:10-19:20,1.3523,586.0742333333333,424.01436666666666,0.0002555014682028485,0.00025,0.0,0.0,586.0742333333333,0.0002555014682457113,7782.344231481482,7131.150638888889,0.0,162.0601166666666,0.0,0.0
2025-02-01,116,19:20-19:30,1.3445,560.8871333333334,442.41246666666666,0.0,0.0,0.0,0.0,560.8871333333334,0.0,7131.150638888889,6507.942712962963,0.0,118.47466666666674,0.0,0.0
2025-02-01,117,19:30-19:40,1.3483,564.9408333333333,483.74666666666667,0.0,0.0,0.0,0.0,564.9408333333333,0.0,6507.942712962963,5880.230675925926,0.0,81.19416666666666,0.0,0.0
2025-02-01,118,19:40-19:50,1.349,596.0752333333332,481.18446666666665,0.0,0.0,0.0,0.0,596.0752333333332,0.0,5880.230675925926,5217.924861111112,0.0,114.8907666666666,0.0,0.0
2025-02-01,119,19:50-20:00,1.3473,606.5722499999999,444.76593333333335,0.0,0.0,0.0,0.0,606.5722499999999,0.0,5217.924861111112,4543.955694444445,0.0,161.8063166666666,0.0,0.0
2025-02-01,120,20:00-20:10,1.3482,596.4224999999999,418.095,0.0,0.0,0.0,0.0,596.4224999999999,0.0,4543.955694444445,3881.2640277777778,0.0,178.32749999999987,0.0,0.0
2025-02-01,121,20:10-20:20,1.3513,606.6606416666666,436.7405166666666,0.0,0.0,0.0,0.0,606.6606416666666,0.0,3881.2640277777778,3207.196648148148,0.0,169.92012499999998,0.0,0.0
2025-02-01,122,20:20-20:30,1.34,608.4752166666667,452.69785,0.0,0.0,0.0,0.0,608.4752166666667,0.0,3207.196648148148,2531.113074074074,0.0,155.7773666666667,0.0,0.0
2025-02-01,123,20:30-20:40,1.3489,597.0366666666666,449.9683333333333,0.0,0.0,0.0,0.0,597.0366666666666,0.0,2531.113074074074,1867.739,0.0,147.06833333333333,0.0,0.0
2025-02-01,124,20:40-20:50,1.3952,600.9650999999999,455.06669999999997,0.0,0.0,0.0,0.0,600.9650999999999,0.0,1867.739,1200.0,0.0,145.89839999999992,0.0,0.0
2025-02-01,125,20:50-21:00,1.2226,614.3471333333332,454.01236666666665,0.0,0.0,614.3471333333332,0.0,0.0,0.0,1200.0,1200.0,0.0,160.33476666666655,751.1008052133332,0.0
2025-02-01,126,21:00-21:10,0.9332,622.9391666666667,459.405,0.0,0.0,622.9391666666667,0.0,0.0,0.0,1200.0,1200.0,0.0,163.5341666666667,581.3268303333333,0.0
2025-02-01,127,21:10-21:20,0.9068,616.2970166666667,497.4207666666667,0.0,0.0,616.2970166666667,0.0,0.0,0.0,1200.0,1200.0,0.0,118.87624999999997,558.8581347133334,0.0
2025-02-01,128,21:20-21:30,0.9371,596.9234333333334,503.28313333333335,0.0,0.0,596.9234333333334,0.0,0.0,0.0,1200.0,1200.0,0.0,93.64030000000002,559.3769493766667,0.0
