date,t,time_period,initial_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,actual_load_kwh,actual_pv_kwh,soc_before_kwh,soc_after_kwh,surplus_kwh,price_yuan_per_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,43,7:10-7:20,339.46978904320974,339.46978904320974,0.0,156.29530940010432,0.0,595.3964666666666,147.48791666666665,5527.065968393054,5353.40451350405,47.85654844331407,0.7972,270.6253158252468,0.0,0.0,270.6253158252468
2025-02-01,44,7:20-7:30,477.7693964710178,477.7693964710178,0.0,0.0,0.0,579.5366666666666,190.11249999999998,5353.40451350405,5353.40451350405,88.3452298043511,0.7644,365.206926662446,0.0,0.0,365.206926662446
2025-02-01,45,7:30-7:40,421.65076835281224,421.65076835281224,0.0,0.0,0.0,609.0003666666667,231.34661666666665,5353.40451350405,5353.40451350405,43.99701835281223,0.6899,290.89686508660515,0.0,0.0,290.89686508660515
2025-02-01,46,7:40-7:50,0.0,0.0,0.0,362.6777072199141,0.0,640.2366833333333,279.07533333333333,5353.40451350405,4950.429283259701,1.5163572199141981,0.86,0.0,0.0,0.0,0.0
2025-02-01,47,7:50-8:00,0.0,0.0,0.0,478.5182485707765,0.0,633.9416666666666,334.01874999999995,4950.429283259701,4418.7423404032825,178.5953319041098,1.1617,0.0,0.0,0.0,0.0
2025-02-01,48,8:00-8:10,0.0,0.0,0.0,243.1580432327235,0.0,590.91065,388.6844166666666,4418.7423404032825,4148.566736811367,40.93180989939003,1.1683,0.0,0.0,0.0,0.0
2025-02-01,49,8:10-8:20,0.0,0.0,0.0,184.06358092667313,0.0,568.5581666666667,438.7655666666667,4148.566736811367,3944.0516468928417,54.27098092667313,1.0956,0.0,0.0,0.0,0.0
2025-02-01,50,8:20-8:30,0.0,0.0,0.0,185.30452210079238,0.0,574.2283333333332,487.94374999999997,3944.0516468928417,3738.157733447517,99.01993876745905,1.0849,0.0,0.0,0.0,0.0
2025-02-01,51,8:30-8:40,0.0,0.0,0.0,182.71164327535683,0.0,577.8523166666666,541.8831666666666,3738.157733447517,3535.144796474898,146.74249327535676,1.061,0.0,0.0,0.0,0.0
2025-02-01,52,8:40-8:50,0.0,0.0,0.0,177.94180843986237,0.0,649.0800333333333,586.6261,3535.144796474898,3337.431675986162,115.48787510652903,1.043,0.0,0.0,0.0,0.0
2025-02-01,53,8:50-9:00,0.0,0.0,0.0,193.9752507968676,0.0,737.1266666666667,621.9499999999999,3337.431675986162,3121.903619545198,78.79858413020088,1.036,0.0,0.0,0.0,0.0
2025-02-01,54,9:00-9:10,0.0,0.0,0.0,0.0,45.824116666666555,711.2534166666666,665.4293,3121.903619545198,3121.903619545198,0.0,1.0147,0.0,0.0,232.48865590833273,232.48865590833273
2025-02-01,55,9:10-9:20,0.0,0.0,0.0,0.0,0.0,698.3616999999999,729.7221999999999,3121.903619545198,3121.903619545198,31.360500000000002,0.9922,0.0,0.0,0.0,0.0
2025-02-01,56,9:20-9:30,0.0,0.0,0.0,0.0,0.0,736.3866666666665,798.0874999999999,3121.903619545198,3121.903619545198,61.70083333333332,0.97,0.0,0.0,0.0,0.0
2025-02-01,57,9:30-9:40,0.0,0.0,0.0,0.0,0.0,733.2125666666667,838.3206833333334,3121.903619545198,3121.903619545198,105.10811666666666,0.9422,0.0,0.0,0.0,0.0
2025-02-01,58,9:40-9:50,0.0,0.0,0.0,0.0,0.0,697.1223666666666,867.3196166666667,3121.903619545198,3121.903619545198,170.19725000000005,0.9569,0.0,0.0,0.0,0.0
2025-02-01,59,9:50-10:00,0.0,0.0,0.0,0.0,0.0,678.5883333333334,894.01875,3121.903619545198,3121.903619545198,215.4304166666666,0.9977,0.0,0.0,0.0,0.0
2025-02-01,60,10:00-10:10,0.0,0.0,0.0,0.0,0.0,711.4322,911.8498333333333,3121.903619545198,3121.903619545198,200.41763333333336,0.9919,0.0,0.0,0.0,0.0
2025-02-01,61,10:10-10:20,0.0,0.0,0.0,0.0,0.0,706.70705,933.6272333333333,3121.903619545198,3121.903619545198,226.92018333333328,0.9588,0.0,0.0,0.0,0.0
2025-02-01,62,10:20-10:30,0.0,0.0,0.0,0.0,0.0,666.9933333333333,959.21875,3121.903619545198,3121.903619545198,292.22541666666666,0.9549,0.0,0.0,0.0,0.0
2025-02-01,63,10:30-10:40,0.0,0.0,0.0,0.0,0.0,678.7204333333333,979.8081666666667,3121.903619545198,3121.903619545198,301.0877333333334,0.9839,0.0,0.0,0.0,0.0
2025-02-01,64,10:40-10:50,0.0,0.0,0.0,0.0,0.0,678.1305,1021.3479,3121.903619545198,3121.903619545198,343.2174,0.799,0.0,0.0,0.0,0.0
2025-02-01,65,10:50-11:00,600.6250799097421,600.6250799097421,0.0,0.0,0.0,652.925,1060.2749999999999,3121.903619545198,3121.903619545198,1007.9750799097421,0.5025,301.81410265464535,0.0,0.0,301.81410265464535
2025-02-01,66,11:00-11:10,659.5209595526152,659.5209595526152,0.0,0.0,0.0,657.69435,1046.1778166666666,3121.903619545198,3121.903619545198,1048.0044262192816,0.4662,307.4686713434292,0.0,0.0,307.4686713434292
2025-02-01,67,11:10-11:20,659.5160094946389,659.5160094946389,0.0,0.0,0.0,656.1017166666666,1051.3417833333333,3121.903619545198,3121.903619545198,1054.7560761613056,0.5007,330.2196659539657,0.0,0.0,330.2196659539657
2025-02-01,68,11:20-11:30,650.8996684770106,650.8996684770106,0.0,0.0,0.0,654.535,1099.0625,3121.903619545198,3121.903619545198,1095.4271684770106,0.4827,314.189269973853,0.0,0.0,314.189269973853
2025-02-01,69,11:30-11:40,659.3626283088639,659.3626283088639,0.0,0.0,0.0,692.20855,1136.31565,3121.903619545198,3121.903619545198,1103.469728308864,0.4785,315.5050176457914,0.0,0.0,315.5050176457914
2025-02-01,70,11:40-11:50,648.3690347234451,648.3690347234451,0.0,0.0,0.0,680.1494833333334,1128.4168166666666,3121.903619545198,3121.903619545198,1096.6363680567783,0.4662,302.26964398807013,0.0,0.0,302.26964398807013
2025-02-01,71,11:50-12:00,616.2883503585588,616.2883503585588,0.0,0.0,0.0,640.0333333333333,1100.65625,3121.903619545198,3121.903619545198,1076.9112670252255,0.4432,273.13899687891325,0.0,0.0,273.13899687891325
2025-02-01,72,12:00-12:10,716.5843745154639,716.5843745154639,87.01393102640918,0.0,0.0,676.8413833333333,1105.4832,3121.903619545198,3200.2161574689662,1058.2122601557214,0.4411,316.0853675987711,0.0,0.0,316.0853675987711
2025-02-01,73,12:10-12:20,716.5091885836932,716.5091885836932,87.01393102640918,0.0,0.0,663.0938,1089.4810666666667,3200.2161574689662,3278.5286953927343,1055.8825242239507,0.4551,326.0833317244388,0.0,0.0,326.0833317244388
2025-02-01,74,12:20-12:30,716.4549479054142,716.4549479054142,87.01393102640918,0.0,0.0,594.0216666666666,1052.4125,3278.5286953927343,3356.8412333165024,1087.8318502123382,0.4463,319.7538432501863,0.0,0.0,319.7538432501863
2025-02-01,75,12:30-12:40,709.9960454581835,709.9960454581835,87.01393102640918,0.0,0.0,601.1141666666666,1052.0977666666665,3356.8412333165024,3435.1537712402705,1073.9657144317741,0.4113,292.0213734969509,0.0,0.0,292.0213734969509
2025-02-01,76,12:40-12:50,250.79199906417466,250.79199906417466,0.0,0.0,0.0,633.3353666666667,1058.98975,3435.1537712402705,3435.1537712402705,676.4463823975079,0.5682,142.50001386826406,0.0,0.0,142.50001386826406
2025-02-01,77,12:50-13:00,0.0,0.0,0.0,0.0,0.0,638.6816666666666,1052.225,3435.1537712402705,3435.1537712402705,413.5433333333333,0.8279,0.0,0.0,0.0,0.0
2025-02-01,78,13:00-13:10,68.49004453817668,68.49004453817668,0.0,0.0,0.0,619.3742333333332,1041.0229166666666,3435.1537712402705,3435.1537712402705,490.1387278715099,0.8636,59.14800246316938,0.0,0.0,59.14800246316938
2025-02-01,79,13:10-13:20,60.110996520117055,60.110996520117055,0.0,0.0,0.0,606.5044,1029.2288333333331,3435.1537712402705,3435.1537712402705,482.83542985345025,0.8416,50.589414671330516,0.0,0.0,50.589414671330516
2025-02-01,80,13:20-13:30,63.247721252461474,63.247721252461474,0.0,0.0,0.0,607.0133333333333,1017.28125,3435.1537712402705,3435.1537712402705,473.51563791912804,0.8618,54.5068861753713,0.0,0.0,54.5068861753713
2025-02-01,81,13:30-13:40,68.22516762463738,68.22516762463738,0.0,0.0,0.0,606.3183333333333,998.79405,3435.1537712402705,3435.1537712402705,460.7008842913041,0.8623,58.83056204272481,0.0,0.0,58.83056204272481
2025-02-01,82,13:40-13:50,0.3010704532632289,0.3010704532632289,0.0,0.0,0.0,624.9272166666666,948.6343499999999,3435.1537712402705,3435.1537712402705,324.0082037865966,0.9026,0.2717461911153904,0.0,0.0,0.2717461911153904
2025-02-01,83,13:50-14:00,0.0,0.0,0.0,0.0,0.0,641.645,875.1875,3435.1537712402705,3435.1537712402705,233.54250000000002,0.9754,0.0,0.0,0.0,0.0
2025-02-01,84,14:00-14:10,0.0,0.0,0.0,24.6600884319756,0.0,612.7233833333332,815.6234166666666,3435.1537712402705,3407.7536729825197,227.56012176530896,1.0002,0.0,0.0,0.0,0.0
2025-02-01,85,14:10-14:20,0.0,0.0,0.0,19.09251526386788,0.0,603.26775,769.5365666666667,3407.7536729825197,3386.539767133778,185.36133193053456,0.9978,0.0,0.0,0.0,0.0
2025-02-01,86,14:20-14:30,0.0,0.0,0.0,0.0,0.0,610.8116666666666,727.3999999999999,3386.539767133778,3386.5397671337773,116.58833333333325,1.0271,0.0,0.0,0.0,0.0
2025-02-01,87,14:30-14:40,0.0,0.0,0.0,0.0,0.0,571.6230833333333,684.0674,3386.5397671337773,3386.5397671337773,112.44431666666674,1.0906,0.0,0.0,0.0,0.0
2025-02-01,88,14:40-14:50,0.0,0.0,0.0,0.0,0.0,554.5942,648.3614333333333,3386.5397671337773,3386.5397671337773,93.76723333333325,0.9376,0.0,0.0,0.0,0.0
2025-02-01,89,14:50-15:00,1139.758778733457,1139.758778733457,548.5783310264093,0.0,0.0,578.9233333333333,614.7249999999999,3386.5397671337773,3880.2602650575454,626.9821143737144,0.6694,762.9545264841761,0.0,0.0,762.9545264841761
2025-02-01,90,15:00-15:10,1478.0716096509352,1435.739642179174,833.3311291153232,0.0,0.0,593.8219999999999,565.39285,3880.2602650575454,4630.258281261336,573.979363063851,0.66,975.5272623696172,13.96954926568117,0.0,989.4968116352984
2025-02-01,91,15:10-15:20,1096.4119840230128,1096.4119840230128,496.06525307023696,0.0,0.0,603.3700333333334,505.4359666666667,4630.258281261336,5076.71700902455,502.41266428610913,0.7217,791.2805288694084,0.0,0.0,791.2805288694084
2025-02-01,92,15:20-15:30,632.5020624463019,632.5020624463019,42.330031026409074,0.0,0.0,608.655,450.63749999999993,5076.71700902455,5114.814036948318,432.1545314198928,0.7308,462.23250723575745,0.0,0.0,462.23250723575745
2025-02-01,93,15:30-15:40,636.6268610965292,636.6268610965292,42.330031026409074,0.0,0.0,596.78865,413.62829999999997,5114.814036948318,5152.911064872086,411.13648007012023,0.7534,479.63467715012507,0.0,0.0,479.63467715012507
2025-02-01,94,15:40-15:50,639.180478347864,639.180478347864,42.330031026409074,0.0,0.0,570.11095,375.9729,5152.911064872086,5191.008092795854,402.7123973214549,0.7823,500.030888211534,0.0,0.0,500.030888211534
2025-02-01,95,15:50-16:00,629.2277219321151,629.2277219321151,42.330031026409074,0.0,0.0,548.75,328.93125,5191.008092795854,5229.105120719622,367.07894090570596,0.8055,506.8429300163187,0.0,0.0,506.8429300163187
2025-02-01,96,16:00-16:10,785.8885667833409,785.8885667833409,214.7700143597412,0.0,0.0,554.0824,281.17404999999997,5229.105120719622,5422.398133643389,298.2102024235997,0.8271,650.0084335865013,0.0,0.0,650.0084335865013
2025-02-01,97,16:10-16:20,781.4804229610153,781.4804229610153,214.7700143597424,0.0,0.0,559.0360666666666,240.44151666666667,5422.398133643389,5615.691146567157,248.11585860127298,0.8519,665.743172320489,0.0,0.0,665.743172320489
2025-02-01,98,16:20-16:30,791.4372866912092,791.4372866912092,214.7700143597424,0.0,0.0,563.1066666666666,202.36249999999998,5615.691146567157,5808.984159490926,215.92310566480023,0.8791,695.7525187302421,0.0,0.0,695.7525187302421
2025-02-01,99,16:30-16:40,797.2526176420158,797.2526176420158,214.77001435974222,0.0,0.0,580.2863,155.5190333333333,5808.984159490926,6002.277172414693,157.71533661560687,0.9024,719.440762160155,0.0,0.0,719.440762160155
2025-02-01,100,16:40-16:50,763.8420925677688,763.8420925677688,214.7700143597424,0.0,0.0,532.8180166666666,106.71146666666667,6002.277172414693,6195.570185338462,122.9655282080264,0.9163,699.9085094198465,0.0,0.0,699.9085094198465
2025-02-01,101,16:50-17:00,714.5875969824439,714.5875969824439,214.7700143597424,0.0,0.0,446.78,59.70625,6195.570185338462,6388.86319826223,112.74383262270146,0.9264,661.993949844536,0.0,0.0,661.993949844536
2025-02-01,102,17:00-17:10,756.4567752064362,756.4567752064377,260.6412310264106,0.0,0.0,433.5435166666667,15.897433333333334,6388.86319826223,6623.440306185999,78.16946084669371,0.9462,715.7594007003299,2.0976244741177653e-12,0.0,715.759400700332
2025-02-01,103,17:10-17:20,762.1836876153836,762.1836876153836,260.64123102640906,0.0,0.0,439.7808,0.0,6623.440306185999,6858.017414109768,61.761656588974574,0.9742,742.5193484749067,0.0,0.0,742.5193484749067
2025-02-01,104,17:20-17:30,768.0529646992735,768.0529646992729,260.64123102640855,0.0,0.0,436.13666666666666,0.0,6858.017414109768,7092.594522033535,71.27506700619773,0.9862,757.4538337864235,2.802948984026443e-13,0.0,757.4538337864237
2025-02-01,105,17:30-17:40,785.4048153051448,785.4048153051448,260.64123102640906,0.0,0.0,445.99516666666665,0.68945,7092.594522033535,7327.171629957304,79.45786761206904,0.976,766.5550997378213,0.0,0.0,766.5550997378213
2025-02-01,106,17:40-17:50,713.8621590828564,713.8621590828564,260.64123102640906,0.0,0.0,439.89263333333326,0.0,7327.171629957304,7561.748737881071,13.328294723114027,1.0742,766.8307312868043,0.0,0.0,766.8307312868043
2025-02-01,107,17:50-18:00,599.4445120030686,599.4445120030686,260.64123102640906,0.0,89.66671902334053,428.47,0.0,7561.748737881071,7796.325845804839,0.0,1.2313,738.0960276293783,0.0,552.0331556671961,1290.1291832965744
2025-02-01,108,18:00-18:10,0.0,0.0,0.0,322.98003541629373,131.15501458370625,454.18455,0.049499999999999995,7796.325845804839,7437.459139786735,0.0,1.2561,0.0,0.0,823.7190690929671,823.7190690929671
2025-02-01,109,18:10-18:20,618.613009416914,618.613009416914,276.1101436073734,0.0,129.76245085712605,472.26531666666665,0.0,7437.459139786735,7685.958269033372,0.0,1.2447,769.9876128212328,0.0,807.5766129093239,1577.5642257305567
2025-02-01,110,18:20-18:30,0.0,0.0,0.0,330.7578571398544,123.41047619347893,454.16833333333335,0.0,7685.958269033372,7318.449538877978,0.0,1.2545,0.0,0.0,774.0922119235966,774.0922119235966
2025-02-01,111,18:30-18:40,428.5247558588431,428.5247558588431,95.91206021184286,0.0,85.759937686333,418.3761833333333,0.0035499999999999998,7318.449538877978,7404.770393068637,0.0,1.2522,536.5986992864433,0.0,536.942969854131,1073.5416691405744
2025-02-01,112,18:40-18:50,0.0,0.0,0.0,345.6065728670244,68.47566046630891,414.0822333333333,0.0,7404.770393068637,7020.763089883054,0.0,1.2881,0.0,0.0,441.01749123326255,441.01749123326255
2025-02-01,113,18:50-19:00,0.0,0.0,0.0,345.09574532717886,87.04258800615446,432.1383333333333,0.0,7020.763089883054,6637.323372852855,0.0,1.3466,0.0,0.0,586.0577450454381,586.0577450454381
2025-02-01,114,19:00-19:10,0.0,0.0,0.0,313.50087293429135,110.51324373237532,424.01436666666666,0.00025,6637.323372852855,6288.989069592531,0.0,1.3523,0.0,0.0,747.2352974964557,747.2352974964557
2025-02-01,115,19:10-19:20,0.0,0.0,0.0,296.2369429729281,146.17552369373857,442.41246666666666,0.0,6288.989069592531,5959.836910733722,0.0,1.3445,0.0,0.0,982.6649580311575,982.6649580311575
2025-02-01,116,19:20-19:30,0.0,0.0,0.0,310.65053800033434,173.09612866633233,483.74666666666667,0.0,5959.836910733722,5614.669646288906,0.0,1.3483,0.0,0.0,1166.9275514040794,1166.9275514040794
2025-02-01,117,19:30-19:40,0.0,0.0,0.0,330.6587987783171,150.52566788834957,481.18446666666665,0.0,5614.669646288906,5247.270980979664,0.0,1.349,0.0,0.0,1015.2956299069178,1015.2956299069178
2025-02-01,118,19:40-19:50,0.0,0.0,0.0,333.36557345929623,111.40035987403712,444.76593333333335,0.0,5247.270980979664,4876.864788247113,0.0,1.3473,0.0,0.0,750.448524291451,750.448524291451
2025-02-01,119,19:50-20:00,0.0,0.0,0.0,325.2140947807576,92.88090521924244,418.095,0.0,4876.864788247113,4515.515794046271,0.0,1.3482,0.0,0.0,626.1101820829133,626.1101820829133
2025-02-01,120,20:00-20:10,0.0,0.0,0.0,330.8309684087858,105.90954825788083,436.7405166666666,0.0,4515.515794046271,4147.925829147621,0.0,1.3513,0.0,0.0,715.5778628043718,715.5778628043718
2025-02-01,121,20:10-20:20,0.0,0.0,0.0,336.1329864984092,116.56486350159082,452.69785,0.0,4147.925829147621,3774.4447330382773,0.0,1.34,0.0,0.0,780.9845854606585,780.9845854606585
2025-02-01,122,20:20-20:30,0.0,0.0,0.0,335.19112347008854,114.77720986324476,449.9683333333333,0.0,3774.4447330382773,3402.0101514048456,0.0,1.3489,0.0,0.0,774.1148919226544,774.1148919226544
2025-02-01,123,20:30-20:40,0.0,0.0,0.0,338.0377960476802,117.02890395231975,455.06669999999997,0.0,3402.0101514048456,3026.4126002407565,0.0,1.3952,0.0,0.0,816.3936339713825,816.3936339713825
2025-02-01,124,20:40-20:50,621.913540235184,621.913540235184,276.1101436073734,0.0,108.20897003885602,454.01236666666665,0.0,3026.4126002407565,3274.9117294873927,0.0,1.2226,760.3514942915359,0.0,661.4814338475268,1421.8329281390627
2025-02-01,125,20:50-21:00,629.030802294584,629.030802294584,276.1101436073734,0.0,106.48434131278941,459.405,0.0,3274.9117294873927,3523.410858734029,0.0,0.9332,587.0115447013058,0.0,496.8559365654754,1083.8674812667812
2025-02-01,126,21:00-21:10,626.4541377519862,626.4541377519862,276.1101436073734,0.0,147.07677252205383,497.4207666666667,0.0,3523.410858734029,3771.909987980665,0.0,0.9068,568.0686121135011,0.0,666.8460866149921,1234.9146987284932
2025-02-01,127,21:10-21:20,609.4592299251173,609.4592299251173,276.1101436073734,0.0,169.9340470155895,503.28313333333335,0.0,3771.909987980665,4020.409117227301,0.0,0.9371,571.1242443628274,0.0,796.2259772915446,1367.350221654372
