date,soc_start,soc_end,initial_grid,final_grid,plan_cost,adjustment_cost,emergency_cost,total_cost,emergency_kwh,surplus_kwh,max_charge_discharge_overlap,stage_objectives
2025-01-11,10799.999999999998,5848.962223767298,75213.90806781505,74405.51257615269,48742.203205966056,305.08740618570755,18861.262048686473,67908.55266083824,4520.302433688906,35379.104924563966,0.0,"[75465.57789620801, 8682.693820488714, 21413.66449174818, 22759.37945750075]"
2025-01-12,5848.962223767298,1200.0000000000002,68917.79391043176,94134.25206665907,41147.92635719437,33028.899545200446,20638.851559928888,94815.67746232369,6804.811806589999,10362.02238854608,0.0,"[66691.69507574267, 24928.66722277792, 42375.25278492619, 33466.866341911016]"
2025-01-13,1200.0000000000002,1200.0000000000002,96221.1737316371,102192.03205447903,61250.431257262426,8194.707129500495,5645.992281403953,75091.13066816688,2096.957723652492,11240.908883253704,0.0,"[77780.84089558783, 5378.490088899515, 9933.42257873897, 6796.1510311626935]"
2025-01-14,1200.0000000000002,1200.0000000000014,96625.6801935951,101690.50021562747,61636.54544870429,6929.156066801255,7415.438773324117,75981.14028882966,2423.751703687028,10060.49614379157,0.0,"[77125.78728082833, 8059.698926316177, 8737.610561448897, 18514.03777202292]"
2025-01-15,1200.0000000000014,1200.0000000000027,94890.49775857342,101201.0580327945,60602.56178155668,8342.002829244224,5595.793219530815,74540.35783033172,1743.4132610205945,8112.498814090766,0.0,"[84167.12192783956, 10532.315255938796, 17810.334538468895, 20134.98264271213]"
2025-01-16,1200.0000000000027,1199.999999999999,92168.54828927682,97456.32831352064,58300.92266419714,7256.85733195911,5517.405310166653,71075.1853063229,1788.81873271996,5364.322775206102,0.0,"[72456.12893086163, 10247.422381035296, 14615.856372223987, 17956.127408887027]"
2025-01-17,1199.999999999999,10800.00000000012,104406.89220870157,96033.57677192273,68045.38137717107,2285.167172884054,36526.616122253356,106857.16467230849,8649.229862554928,47210.9196177501,0.0,"[97821.33443054002, 6138.987771944746, 2345.5753410624548, 19490.836575975256]"
2025-01-18,10800.00000000012,6750.056874547459,83233.9688992787,81768.67929740391,54690.43309144343,545.5427726386794,19034.5190541585,74270.49491824061,4657.678357107393,43176.54739243597,0.0,"[86425.18498032556, 8851.47881728783, 17335.326450877892, 9064.011743074183]"
2025-01-19,6750.056874547459,1200.0000000000002,54609.7076302823,86142.1449103434,31718.32163621165,38179.15917678341,34518.55317290536,104416.03398590042,9941.917713930156,8743.46538953433,0.0,"[35130.51782764665, 35765.95649075129, 40575.882785149406, 20588.03137006732]"
2025-01-20,1200.0000000000002,1200.0000000000023,85990.60073161991,95713.99537346969,53677.77407414699,12508.91659819206,9996.129375169678,76182.82004750874,3135.013820337091,5897.105536856774,0.0,"[74629.89765892077, 12798.300365934405, 12749.796789825758, 7542.533793006324]"
2025-01-21,1200.0000000000023,1200.0000000000014,88358.78761698471,95583.33147104643,55346.67285827366,9555.467796993498,5685.379634746301,70587.52029001346,1941.9926356572023,9347.415556701975,0.0,"[75240.57886440007, 10318.756647232069, 10595.237116997623, 5714.317735107308]"
2025-01-22,1200.0000000000014,1200.0,93039.78981546858,99126.34827836756,58611.341016385544,8056.775567410048,4921.133294863012,71589.24987865861,1652.702666194768,7004.641954267905,0.0,"[79453.7855637203, 10550.255823836322, 16631.408311477324, 18041.128086405322]"
2025-01-23,1200.0,1200.0,91442.1488459311,98949.56760134672,57473.39608967955,10055.49545462917,5015.334476069014,72544.22602037773,1675.90582791274,6278.058840390717,0.0,"[78322.36658053666, 12791.647498565259, 16969.082192110192, 16035.830483935044]"
2025-01-24,1200.0,10799.999999999996,98192.50831686587,90538.57989177812,63251.89026035607,2027.6745809693798,36000.55012271184,101280.11496403729,8578.515834733937,44931.02094872534,0.0,"[84796.99685801653, 6375.276339755382, 15586.562834329676, 19349.44127676638]"
2025-01-25,10799.999999999996,7020.401198740483,76380.21271714543,75466.02190527334,49997.30351752282,344.09378077238483,21084.51174011591,71425.90903841112,4934.401094621077,42295.65861463013,0.0,"[122079.83063964575, 15694.358250230169, 9943.758892063412, 9279.160510395752]"
2025-01-26,7020.401198740483,1200.0000000000002,80265.3306074333,97869.27614033554,50140.95904593436,23882.78653107291,18051.243226743267,92074.98880375054,5729.824652594608,17827.77844858734,0.0,"[96801.13874103411, 8118.528171981852, 45365.11533346319, 31600.496980551983]"
2025-01-27,1200.0000000000002,1199.9999999999995,84426.66997408301,91774.04553968168,52221.97530968367,9542.446273550016,9550.53858271096,71314.96016594465,2980.4587438647222,5861.800596763434,0.0,"[77099.69386894722, 8621.581387634482, 20050.961857853723, 18796.339015278292]"
2025-01-28,1199.9999999999995,1200.0000000000011,91064.39233786502,97007.87718959228,56544.26689408027,8083.761954374175,6670.541018038393,71298.56986649283,2274.069699767073,7573.561716322813,0.0,"[80402.52831926056, 10144.9462401468, 17231.145110207603, 6080.635258383876]"
2025-01-29,1200.0000000000011,1200.0,84457.39036615659,90798.97186958804,52052.86119861291,8150.298993391509,4643.035020783576,64846.19521278799,1514.7355435098552,6245.869993115248,0.0,"[68730.21426603053, 11070.143442906405, 17693.178286051527, 5130.704585329239]"
2025-01-30,1200.0,1200.0000000000005,86930.62639734188,93616.10065640588,54595.33745240808,8553.968019241012,4188.690728906125,67337.99620055521,1410.6324299712805,6598.920640115127,0.0,"[78366.54882748847, 11417.84598589016, 18583.78706809611, 17639.333988751525]"
2025-01-31,1200.0000000000005,10799.999999999996,96793.18537846615,90590.20213975513,62527.855855565635,1557.4642551181396,34041.490483565234,98126.81059424901,8030.622539971781,45496.80615140227,0.0,"[86792.32252558338, 4420.882199293327, 16831.17275683418, 1132.3443834720504]"
2025-02-01,10799.999999999996,6438.454156615676,57053.73819389193,57011.408162865526,35001.91948947176,13.968910238715033,22487.722564356554,57503.610964067026,5233.654409952698,29542.585529542655,0.0,"[38639.213198803445, 833.4812878498308, 13556.370000486444, 21114.62705096301]"
2025-02-02,6438.454156615676,1200.000000000002,51113.891171529955,81101.74136957766,29253.994230479933,36248.602332956354,14666.142079316442,80168.73864275272,4838.642793707401,8809.543948228531,0.0,"[32313.938520541175, 41797.442045849435, 39127.02504841317, 28582.213371199447]"
2025-02-03,1200.000000000002,1200.0000000000014,87402.27213542094,93099.52322406541,54176.55825230135,7589.842130101939,7922.501363190466,69688.90174559376,2073.8951634896766,10308.072508255718,0.0,"[75568.1767235617, 5217.17795127364, 17721.547658565305, 5752.935179972473]"
2025-02-04,1200.0000000000014,1200.0000000000018,90478.3651194196,94812.11564665986,56899.5780210137,5882.742334935259,4971.922092212044,67754.242448161,1348.8904023855214,10316.893393402344,0.0,"[78961.2006483278, 3780.7602428618343, 15741.225740269663, 4997.614316644166]"
2025-02-05,1200.0000000000018,1200.000000000001,88145.45153992911,92158.84995587514,55179.78787817748,5454.3339495300825,5692.1373549524205,66326.25918265998,1766.196411766687,8437.514869911276,0.0,"[82772.02936565816, 5059.0157569212315, 15628.7882902887, 16598.69977374618]"
2025-02-06,1200.000000000001,1200.0000000000032,94164.08201280149,97846.97953940449,59450.47115758629,5044.894352041853,3819.0602269385017,68314.42573656664,1248.127145970267,14189.545052184629,0.0,"[87535.20909671715, 4535.039177471848, 14918.023822884814, 17625.655399673396]"
2025-02-07,1200.0000000000032,10800.000000000002,98145.50509175,89887.65981979255,63415.809352068805,2237.605812994613,37407.70821426465,103061.12337932806,8713.130032246534,52194.69079597015,0.0,"[90083.48892795057, 5865.926824617731, 17700.131407322773, 1273.3111532138878]"
2025-02-08,10800.000000000002,5810.824335937441,47661.48139646038,53133.978045694574,28932.677576472615,5394.659714934463,19901.721143936284,54229.058435343366,4596.738246442683,27637.80352159107,0.0,"[31861.929726103917, 22994.21012689197, 10894.747375681485, 10110.302685553248]"
2025-02-09,5810.824335937441,1200.000000000002,71527.18058821524,85406.60273033209,44035.18207381033,18808.585361083075,13102.720438075692,75946.4878729691,4661.6957649924625,11001.937275316603,0.0,"[73178.23675047548, 22415.515782017752, 28063.315675495487, 30241.95614569003]"
2025-02-10,1200.000000000002,1199.9999999999986,79448.31804644779,88022.21878462785,48622.23379437696,11138.801128823055,7366.8623082922595,67127.89723149227,2369.765633852582,11564.833277701353,0.0,"[70170.98456033111, 10081.103706128975, 22831.75501769593, 19190.193626202286]"
2025-02-11,1199.9999999999986,1200.0000000000014,82423.72005544635,87512.765332213,50992.126345492914,6951.0585042150005,7774.175435681507,65717.36028538941,2286.615184418941,9976.819592083282,0.0,"[72538.9581981745, 6801.35664408259, 8396.692019182094, 19531.86557995756]"
2025-02-12,1200.0000000000014,1200.0,83990.99817293212,88514.96991400677,52311.94439399909,6029.459534068488,6974.069942841709,65315.473870909285,2016.2115410832516,10665.95216781539,0.0,"[71373.52868547756, 5786.066360477667, 17651.20535474315, 18183.81511752524]"
2025-02-13,1200.0,1199.9999999999995,78334.80911089809,82961.2764434345,47911.22982512404,6065.886054005047,6419.178698305886,60396.29457743497,2052.495364554729,9150.480654229175,0.0,"[63486.59989990608, 6423.898293949232, 17021.898378131707, 16773.42951708039]"
2025-02-14,1199.9999999999995,10800.000000000675,89729.99017254161,85374.61676655976,57101.470437078344,1080.8347850683056,35394.74094067999,93577.04616282665,8360.384827062144,49698.51200040749,0.0,"[79403.92309928882, 5928.5731257148545, 1225.3174541869373, 807.3760159092535]"
2025-02-15,10800.000000000675,6001.485189356083,70301.71787412533,70018.91767134974,44855.93613548447,106.87100695159867,19568.95311851631,64531.76026095239,4657.6827761440745,46633.53641747671,0.0,"[88313.1582833806, 12751.881081025569, 9612.360675307531, 15448.01763880295]"
2025-02-16,6001.485189356083,1200.0000000000002,48537.30561684311,76431.58572605008,27960.35999015124,32917.21748837915,19404.737011577727,80282.31449010813,6394.41336693805,8377.109024823418,0.0,"[30756.395989166365, 36069.56402598177, 32306.70964560278, 16012.126379159896]"
2025-02-17,1200.0000000000002,1199.9999999999998,79578.17881575256,85426.41932964808,48123.81829391753,7967.099324871295,5817.384387350544,61908.30200613937,2083.059656707266,11958.798976880815,0.0,"[63444.439253078395, 9102.793760088782, 8457.966764456685, 19138.711404446134]"
2025-02-18,1199.9999999999998,1200.0000000000023,73228.51839507167,81721.04730726796,44492.91889123478,10595.678358665915,6054.038388690721,61142.63563859142,2024.0061630318655,7110.752752234018,0.0,"[68334.42262229562, 10765.60408076391, 8891.697730802958, 6741.261926487722]"
2025-02-19,1200.0000000000023,1200.0000000000018,74670.80069320006,80966.55804452722,45592.157328700065,8048.1617227807665,6526.343661389625,60166.66271287046,2128.8150941562085,5502.269673138065,0.0,"[63718.78022599597, 8126.923871907411, 9517.815624210934, 4907.392669347313]"
2025-02-20,1200.0000000000018,1200.0000000000002,79138.51636033549,82981.01860850133,48452.036300827545,5212.5046282636695,5188.400295373583,58852.9412244648,1642.19864898119,9274.929358058282,0.0,"[63651.35882900771, 5146.65561364361, 6809.580916592022, 4037.38206765075]"
2025-02-21,1200.0000000000002,10800.000000000004,81761.02149824842,80696.48879587922,51410.49262641708,291.4747250759308,34586.38438510601,86288.35173659903,8324.679468582059,49492.75707493952,0.0,"[61945.534592099546, 3324.4589222435393, 987.548082029945, 137.2197550660864]"
2025-02-22,10800.000000000004,5916.740859531206,67143.71948776676,66687.7790971381,42972.23396915949,174.26041729827347,19638.465785763023,62784.96017222079,4692.440424166789,45199.214841951456,0.0,"[76436.21021106445, 6379.343601146811, 9790.125627828902, 9352.237083679493]"
2025-02-23,5916.740859531206,1200.0000000000002,42081.38059927551,72676.40517606768,24448.03701047384,34412.70517841683,20987.912226604716,79848.65441549539,6484.63234539149,8515.841323509974,0.0,"[26954.17784061161, 30784.43382065136, 38930.38485803496, 24025.82756818386]"
2025-02-24,1200.0000000000002,1200.0000000000016,68117.65985373888,79165.8762328717,41444.230295228306,11777.293245629373,6230.315976035807,59451.83951689348,1955.7407992631402,8368.837563048673,0.0,"[56904.79706881647, 12331.794998837724, 10566.526737166134, 6909.973111781193]"
2025-02-25,1200.0000000000016,1200.0000000000005,72499.37509054862,77813.07340693504,43830.0166937523,7212.680051252285,4887.777704441635,55930.47444944622,1727.7670189438536,9589.297416057705,0.0,"[59577.521592506346, 10380.89912578389, 8637.687741857882, 5929.750301079016]"
2025-02-26,1200.0000000000005,1200.0000000000014,69762.08049456285,78086.11373137697,41833.2450862005,10021.467984103016,5386.71865749071,57241.431727794225,1846.7392653818315,6676.118885279638,0.0,"[61507.187288385765, 9479.993658571057, 10979.00303169535, 4949.710775101218]"
2025-02-27,1200.0000000000014,1200.0,72704.5774859675,77527.0171584081,44206.76636198696,6378.559748574793,4536.691080956396,55122.017191518156,1398.9442729928526,7449.328294231511,0.0,"[67820.45830698845, 7187.959669336797, 6256.685872528848, 16337.214070131815]"
2025-02-28,1200.0,10800.000000000031,80856.96476776492,78208.43487176258,50365.9141876659,548.3414488497658,36084.57214900275,86998.82778551841,8561.184176024604,49625.976251414184,0.0,"[65757.81451278392, 4372.062196383431, 1092.4177567871918, 17877.035654426425]"
2025-03-01,10800.000000000031,6745.956583717471,71171.55190703296,70284.04755794887,46043.02360590737,340.8946726896711,22394.597895918683,68778.51617451572,5222.798179979398,52199.063562108146,0.0,"[76999.14872989412, 6752.723612089708, 9925.309116942432, 9854.180490025734]"
2025-03-02,6745.956583717471,1200.0000000000002,63773.0392621508,77648.50326626824,38220.18584965213,18757.876983028076,11545.380832880517,68523.44366556073,4109.671729166531,10891.904030494128,0.0,"[85300.27870338193, 18703.15484776084, 26048.625187832622, 22581.1907092149]"
2025-03-03,1200.0000000000002,1200.0000000000011,74486.83302262693,81505.24784739551,44875.11024460388,9153.23016168743,5387.596416874738,59415.93682316605,1634.4935326460045,6521.953443704859,0.0,"[54772.59380532394, 9273.410408287986, 7772.9118469384875, 6690.897012795245]"
2025-03-04,1200.0000000000011,1199.999999999999,68964.7852432529,77279.71615052267,41924.16609134655,9639.400767638539,5180.106746233807,56743.67360521889,1913.7265056533572,5570.183195087087,0.0,"[59615.51620943408, 11270.949196190339, 6586.203840041214, 5587.067030253062]"
2025-03-05,1199.999999999999,1200.0000000000018,75458.30803542417,79148.84297361385,45618.761041963844,5065.729680119491,3593.288278377391,54277.77900046072,1217.3560559371197,9790.337976317853,0.0,"[62966.95378630471, 6132.638382574671, 5609.152134696389, 4814.090302384858]"
2025-03-06,1200.0000000000018,1200.0000000000018,71857.47288848997,77262.45641150126,43380.07261773523,6979.107203662069,3619.1003361697535,53978.28015756705,1212.6577142687115,8033.417234828931,0.0,"[66937.25992020626, 8169.567531530706, 5332.327935604803, 16860.37234351493]"
2025-03-07,1200.0000000000018,10800.000000000013,84688.96165740803,79524.54330902382,53012.746348179484,1111.544457141134,35119.37185818411,89243.66266350473,8356.213843047042,52749.511512066594,0.0,"[71922.86363825494, 4722.671302601729, 1975.270067026188, 19353.661815775373]"
2025-03-08,10800.000000000013,5573.499091296942,37664.5598106702,40292.596315774295,23832.18680276157,2648.033078594068,18681.51005909452,45161.729940450154,4502.7513953659345,28100.256169527187,0.0,"[26276.742612128117, 21619.041609966043, 10516.94439093872, 9329.800171278002]"
2025-03-09,5573.499091296942,1200.0000000000005,38242.67368589215,65341.20687431541,22335.330741219892,32262.538810152408,16888.27214532456,71486.14169669687,5963.711577839002,8822.054361212373,0.0,"[24702.136810637745, 28610.207511322602, 34191.66313458222, 22813.803303171804]"
2025-03-10,1200.0000000000005,1200.0,65525.645271144764,76060.2936541071,38230.705293386214,13243.467322684024,10613.374505154456,62087.54712122469,3207.7926210405326,6868.4776279553025,0.0,"[48170.57561227642, 10467.393435591064, 14340.305672820148, 19105.80711624098]"
2025-03-11,1200.0,1199.9999999999998,51471.82961086557,70377.26338876701,31808.95869599101,19272.633044585746,10802.523253577458,61884.11499415421,3242.9846188980027,5909.117299204765,0.0,"[34989.85456559011, 21836.726479349207, 14968.100715337338, 5750.280742474021]"
2025-03-12,1199.9999999999998,1200.0000000000018,69996.88453163378,77218.54282591963,41929.87599516014,9247.90752368495,6782.586178453845,57960.36969729893,2162.8393440146833,12703.151874544154,0.0,"[52333.767996374685, 5624.594728202235, 11264.532247928692, 4918.950819796508]"
2025-03-13,1200.0000000000018,1199.9999999999995,72563.86326083865,78034.64087281782,43713.27049428826,6876.549940534438,3763.4223908644426,54353.24282568714,1330.4771294526793,7408.951687959602,0.0,"[61888.081401026204, 7911.896384233147, 7760.436616994784, 4899.51859730005]"
2025-03-14,1199.9999999999995,10800.000000000002,73435.17696139232,71855.34915273434,45270.03585125737,321.96647062128596,32761.452244202726,78353.45456608139,7787.1317534079435,50042.66662573577,0.0,"[63646.90415654935, 4148.785849063343, 1011.9040261715447, 368.43841198903067]"
2025-03-15,10800.000000000002,5591.86776495013,60325.63902175859,60325.63902175859,37874.229665702514,1.7138290786533615e-13,20232.827253215008,58107.05691891752,4841.412103911649,45979.48859379402,0.0,"[82964.04321584776, 16716.223588474408, 17397.1397879495, 16759.97957615204]"
2025-03-16,5591.86776495013,1200.0000000000002,55365.74938876838,70504.0370636142,32497.133341494573,19544.191883262996,11042.489244045051,63083.81446880262,4257.961456473813,11923.638738269225,0.0,"[77936.32078417575, 19535.937571837243, 26673.012312081875, 24238.19526278541]"
2025-03-17,1200.0000000000002,1199.9999999999986,59828.49985929633,69566.07912937802,35053.65688400573,12095.6980491016,8791.885972175545,55941.24090528287,2687.5306036898396,10225.940642459624,0.0,"[52187.184126226704, 7491.091143636229, 13249.962944388983, 7188.824041000788]"
2025-03-18,1199.9999999999986,1200.0000000000002,70120.84722387529,74897.1967526347,41828.554993054,6533.087120962524,3784.4558292287825,52146.09794324531,1414.1524202357368,10907.34374599901,0.0,"[52128.21028191098, 9672.579490382244, 7554.299509230598, 5636.824054514669]"
2025-03-19,1200.0000000000002,1199.9999999999995,55523.79406737091,67599.06122920492,33536.25367301082,12284.082522933448,12069.311847913175,57889.64804385744,3372.5288888227174,7179.508543222833,0.0,"[45860.88399307138, 14195.843748652205, 20083.4961068848, 16924.59929536816]"
2025-03-20,1199.9999999999995,1200.000000000001,68513.70758504872,74830.51275992628,41106.65970170798,7912.775413737867,9217.021526940905,58236.45664238675,2618.3729466484547,11028.487795205083,0.0,"[58854.879491957516, 5610.227984740636, 9049.00739897647, 15743.620642373919]"
2025-03-21,1200.000000000001,10800.000000000016,74558.50722532587,72164.19685655227,45446.17052280892,494.86702735358045,36435.472971776166,82376.51052193868,8589.418497790324,54898.6400427786,0.0,"[63794.27143239893, 6688.864566370787, 968.3275120606696, 19143.84265741561]"
2025-03-22,10800.000000000016,6022.018814309913,51167.305049195114,51167.305049195114,31587.961690020235,8.244569471571595e-14,19192.889589716186,50780.851279736424,4611.805265045405,42019.57437588785,0.0,"[54487.043983908065, 12664.580680015735, 10391.471269411426, 9236.77715063552]"
2025-03-23,6022.018814309913,1200.0000000000002,49129.531306609715,64247.0289608258,28439.25151249163,19677.921211201858,11800.559070964888,59917.73179465838,4501.502552819536,11204.290653872948,0.0,"[50074.58864173009, 13887.64303865557, 28469.89658338679, 15935.472746434481]"
2025-03-24,1200.0000000000002,1200.0000000000005,61906.77785943664,69878.99592513498,36248.116830254876,10332.519547180407,8313.06879063044,54893.70516806572,2493.486391707685,10022.05561598581,0.0,"[55693.6726349192, 7817.893584484436, 22042.42254410766, 19509.85924654923]"
2025-03-25,1200.0000000000005,1200.0000000000007,71469.4925254998,77697.42200738241,42695.02297788294,8207.041859624647,5322.9780096669565,56225.04284717454,1864.1640004405128,14519.059267411516,0.0,"[62695.28284813777, 7045.011974112703, 9548.450529261843, 18973.829600309502]"
2025-03-26,1200.0000000000007,1199.999999999979,62969.8232580524,67875.74639447007,37683.143204132546,6525.656211646527,5366.69688687065,49575.49630264973,1742.6404470195646,9832.127579566271,0.0,"[57001.11609586682, 9497.828102034291, 17014.336465408942, 18071.32274667843]"
2025-03-27,1199.999999999979,1199.9999999999955,69116.30439356505,72834.04602801814,41547.58001760619,5090.562935130496,3604.866590799635,50243.00954353632,1397.2686457311597,11389.987359852284,0.0,"[62289.6620487111, 11505.433299170285, 5853.396860847745, 4499.306793093292]"
2025-03-28,1199.9999999999955,10799.999999999998,75075.79109063474,74710.42136572108,46606.73069391502,70.49808842209112,37013.99681064627,83691.22559298339,8695.008551131623,58869.06060069942,0.0,"[67766.48452187603, 5648.626417732465, 16118.124724936695, 132.62474208475808]"
2025-03-29,10799.999999999998,5878.838640548478,41397.18575137455,41397.18575137455,26107.880521370556,0.0,19346.160957946406,45454.04147931696,4577.123020077877,40532.48549053757,0.0,"[48374.18380047673, 10195.512612324846, 9491.40841423602, 0.0]"
2025-03-30,5878.838640548478,1200.0000000000002,51175.058020472694,64262.497319730326,29495.100043783812,17838.765532841113,11380.857667714585,58714.72324433951,4465.612054666742,14427.064613194616,0.0,"[77893.756673862, 22108.270566691484, 38372.65530145871, 25119.03720706831]"
2025-03-31,1200.0000000000002,1200.0000000000007,52839.01692046718,63536.438434387295,31665.27566879464,11531.18248418159,11664.38859940199,54860.84675237822,3335.2223531356913,6061.618376163269,0.0,"[50551.662395960964, 16240.06720369332, 19532.222050245382, 7150.680680309577]"
2025-04-01,1200.0000000000007,1200.0000000000095,69668.38835103644,74906.4990205382,40803.03456038465,7133.5470461576915,4306.575230364744,52243.15683690709,1883.2607125950308,12421.74380840322,0.0,"[62555.348307083295, 7626.007073051991, 17030.271455643764, 6368.45839048312]"
2025-04-02,1200.0000000000095,1200.0000000000016,68153.60276763339,72642.45953589918,40994.69700657384,6049.538400393417,3465.9416332539486,50510.177040221206,1485.0441744552456,9698.50361983724,0.0,"[54293.71367390673, 6780.676619268338, 16705.462956418938, 5168.438919231572]"
2025-04-03,1200.0000000000016,1200.000000000004,70718.1395378199,74227.51205487378,42921.3816331631,4818.459962456649,3315.317278631671,51055.15887425142,1255.77400085191,15618.437200405093,0.0,"[60407.52566049934, 5409.817970056113, 15042.387157895246, 42810.875571207915]"
2025-04-04,1200.000000000004,10560.910131860799,66391.82622276593,66391.82622276593,40512.40116560245,0.0,35928.651472898724,76441.05263850118,8555.882575319456,55320.70070418663,0.0,"[49864.643534103634, 4552.408412732633, 15953.327562807499, 18430.569633689378]"
2025-04-05,10560.910131860799,5194.65889514567,45138.223453846105,45345.61070491318,27800.687440019014,389.7994687000351,16547.389041066577,44737.87594978562,4032.1776872509695,40060.15125377034,0.0,"[60719.557396365206, 13991.568733077149, 19162.880336722006, 23600.995773464627]"
2025-04-06,5194.65889514567,1200.0000000000002,49250.26143420387,65444.584658282896,27847.10532647935,20994.601463144732,11118.98654420754,59960.69333383162,4241.784881174321,15513.528719862952,0.0,"[62474.59613190524, 12700.460273841638, 35529.16048198136, 31037.723736266584]"
2025-04-07,1200.0000000000002,1200.0000000000005,54412.92091082843,61827.96399108767,31782.764881735544,9596.006954766252,9161.77886107062,50540.55069757241,2706.151459021815,7478.183289957222,0.0,"[47524.73827529722, 9978.75710324376, 29599.795983608008, 6505.51981609311]"
2025-04-08,1200.0000000000005,1200.000000000001,62175.404132366166,67602.10504092902,36593.34287355888,7336.745411289537,4434.698635834173,48364.78692068259,1629.3688958240264,10822.007466321635,0.0,"[49117.98431043749, 7228.500875568182, 17534.751672332062, 6406.922093488748]"
2025-04-09,1200.000000000001,1200.0,65219.95026328601,69551.09406183887,38508.25012132281,5902.600038396046,3468.2637924666287,47879.113952185486,1408.9740113339737,7655.79559290352,0.0,"[51071.80971716102, 6532.253810259386, 16303.25288776723, 5324.59517260684]"
2025-04-10,1200.0,1200.0000000000014,66786.5555776921,70235.7167376949,40348.70961032978,4753.524106952106,3228.6345200048936,48330.868237286784,1256.743383000392,12894.75975916757,0.0,"[54152.751770337185, 6306.949809930549, 15685.186704596461, 17237.136206967345]"
2025-04-11,1200.0000000000014,10147.372107152743,50799.507153041784,51719.15938452129,31973.10260968653,1124.3085389324765,35534.845412888084,68632.25656150709,8493.425627177194,43185.294734028634,0.0,"[35170.412870655186, 4406.597522434768, 25601.098668371946, 42.87228993089696]"
2025-04-12,10147.372107152743,5357.071431241816,49150.277662511995,49150.277662511995,29936.98291110989,0.0,16530.95215780652,46467.93506891641,4074.3686215437665,46233.56668354613,0.0,"[50742.11407602646, 5268.798009170072, 13446.099268778446, 22511.870322675037]"
2025-04-13,5357.071431241816,1200.0000000000002,30905.420107893766,55330.12073642233,18429.89639952764,30166.770481798518,19535.407435057452,68132.0743163836,6410.196929708713,9020.32347091535,0.0,"[20352.357654075135, 21874.606503646235, 36796.67941387867, 38334.14492947998]"
2025-04-14,1200.0000000000002,1200.0000000000064,60258.040079465514,67144.3087771974,35610.18611759879,8923.909751379028,7035.4372809920515,51569.533149969866,2569.538930715263,13132.482574579324,0.0,"[45132.375272608086, 6423.297457776614, 41554.47573519473, 20115.367826329613]"
2025-04-15,1200.0000000000064,1199.9999999999995,53853.43689350251,60190.466137355135,31686.81205949446,8029.0204024828345,4268.498937056791,43984.33139903408,1409.8558227330184,7701.161146988454,0.0,"[44666.05474960282, 7124.137716800605, 27093.80239431975, 6117.435580855035]"
