时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
53,8:40-8:50,0.0,0.0,695.2650232245495,6270.859606065991,5498.34291359427,0.0
54,8:50-9:00,0.0,0.0,653.768817557537,5498.34291359427,4771.933116308118,0.0
55,9:00-9:10,0.0,0.0,616.5061324883936,4771.933116308118,4086.926302432125,0.0
56,9:10-9:20,0.0,0.0,591.5820204958792,4086.926302432125,3429.6129463255925,0.0
57,9:20-9:30,0.0,0.0,560.4655505518291,3429.6129463255925,2806.873445712449,0.0
58,9:30-9:40,516.4994395329512,0.0,0.0,2806.873445712449,2806.873445712449,0.0
59,9:40-9:50,466.3684196820037,0.0,0.0,2806.873445712449,2806.873445712449,0.0
60,9:50-10:00,0.0,0.0,433.1924107495988,2806.873445712449,2325.5485448795616,0.0
61,10:00-10:10,0.0,0.0,448.58580184103937,2325.5485448795616,1827.1198761672956,0.0
62,10:10-10:20,275.2464260451644,0.0,171.65145877563603,1827.1198761672956,1636.3960330832556,0.0
63,10:20-10:30,417.9312264682968,0.0,0.0,1636.3960330832556,1636.3960330832556,0.0
64,10:30-10:40,0.0,0.0,392.75642977493,1636.3960330832556,1200.0,0.0
65,10:40-10:50,401.83508480320165,0.0,0.0,1200.0,1200.0,0.0
66,10:50-11:00,1234.421608541741,833.3333333333333,0.0,1200.0,1950.0,0.0
67,11:00-11:10,1160.1734817825682,833.3333333333333,0.0,1950.0,2700.0,35.2574848840984
68,11:10-11:20,1107.884443094666,833.3333333333333,0.0,2700.0,3450.0,47.70004023866727
69,11:20-11:30,1105.119178404813,833.3333333333333,0.0,3450.0,4200.0,11.18457159518698
70,11:30-11:40,1116.831744247657,833.3333333333333,0.0,4200.0,4950.0,0.0
71,11:40-11:50,1092.8081411801481,833.3333333333333,0.0,4950.0,5700.0,0.0
72,11:50-12:00,1089.407093983586,833.3333333333333,0.0,5700.0,6450.0,0.0
73,12:00-12:10,1073.1571012149102,833.3333333333333,0.0,6450.0,7200.0,0.0
74,12:10-12:20,1102.3988154058516,833.3333333333333,0.0,7200.0,7950.0,0.0
75,12:20-12:30,1119.8950872882142,833.3333333333333,0.0,7950.0,8700.0,0.0
76,12:30-12:40,1085.6932133614387,833.3333333333333,0.0,8700.0,9450.0,0.0
77,12:40-12:50,1141.7433044145937,833.3333333333333,0.0,9450.0,10200.0,0.0
78,12:50-13:00,386.83396825710906,0.0,0.0,10200.0,10200.0,0.0
79,13:00-13:10,374.63541349327977,0.0,0.0,10200.0,10200.0,0.0
80,13:10-13:20,323.6466446837712,0.0,0.0,10200.0,10200.0,0.0
81,13:20-13:30,335.92931933811724,0.0,0.0,10200.0,10200.0,0.0
82,13:30-13:40,359.48131954592577,0.0,0.0,10200.0,10200.0,0.0
83,13:40-13:50,382.8591585712662,0.0,0.0,10200.0,10200.0,0.0
84,13:50-14:00,0.0,0.0,410.4192426447437,10200.0,9743.978619283618,0.0
85,14:00-14:10,0.0,0.0,456.2748686083048,9743.978619283618,9237.006543052168,0.0
86,14:10-14:20,0.0,0.0,506.89562492130256,9237.006543052168,8673.789182028499,0.0
87,14:20-14:30,0.0,0.0,547.1144631143728,8673.789182028499,8065.884223012528,0.0
88,14:30-14:40,0.0,0.0,564.0844825822468,8065.884223012528,7439.123686810031,0.0
89,14:40-14:50,252.19212500722233,0.0,350.20269723206593,7439.123686810031,7050.009578774402,0.0
90,14:50-15:00,1498.4679295552164,833.3333333333333,0.0,7050.009578774402,7800.009578774402,0.0
91,15:00-15:10,1529.9416011019184,833.3333333333333,0.0,7800.009578774402,8550.009578774403,0.0
92,15:10-15:20,1553.1303312447963,833.3333333333333,0.0,8550.009578774403,9300.009578774403,0.0
93,15:20-15:30,1596.0850992664957,833.3333333333333,0.0,9300.009578774403,10050.009578774403,0.0
94,15:30-15:40,1651.5902011368864,833.3226902506635,0.0,10050.009578774403,10800.0,0.0
95,15:40-15:50,844.6223632399708,0.0,0.0,10800.0,10800.0,0.0
96,15:50-16:00,853.0704968608384,0.0,0.0,10800.0,10800.0,0.0
97,16:00-16:10,878.7750216088225,0.0,0.0,10800.0,10800.0,0.0
98,16:10-16:20,911.9508986568135,0.0,0.0,10800.0,10800.0,0.0
99,16:20-16:30,947.6924866517527,0.0,0.0,10800.0,10800.0,0.0
100,16:30-16:40,1022.6770086211543,0.0,0.0,10800.0,10800.0,0.0
101,16:40-16:50,1049.8910138776987,0.0,0.0,10800.0,10800.0,0.0
102,16:50-17:00,1034.3940633642935,0.0,0.0,10800.0,10800.0,0.0
103,17:00-17:10,1039.6378478820507,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,1046.078555524104,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,1050.5912837308929,0.0,0.0,10800.0,10800.0,5.870382935773705
106,17:30-17:40,1077.1706588882075,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,941.7585919071265,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,729.7608333333333,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,726.7313670642261,0.0,0.0,10800.0,10800.0,0.0
110,18:10-18:20,757.7949215050218,0.0,0.0,10800.0,10800.0,0.0
111,18:20-18:30,733.4062673328316,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,748.9297817646194,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,329.32373594472296,0.0,420.0238614707632,10800.0,10333.30682058804,0.7356192511804238
114,18:50-19:00,0.0,0.0,728.5178900979527,10333.30682058804,9523.842498256983,19.942109902047378
115,19:00-19:10,0.0,0.0,738.4568333333332,9523.842498256983,8703.334905664391,0.0
116,19:10-19:20,0.0,0.0,761.0177916666665,8703.334905664391,7857.759581590317,0.0
117,19:20-19:30,0.0,0.0,765.953723431286,7857.759581590317,7006.699888888888,0.0
118,19:30-19:40,0.0,0.0,741.9065833333334,7006.699888888888,6182.3592407407405,0.0
119,19:40-19:50,0.0,0.0,730.1006166666666,6182.3592407407405,5371.136333333333,3.0188833333332923
120,19:50-20:00,0.0,0.0,744.1641666666667,5371.136333333333,4544.2872592592585,36.104166666666515
121,20:00-20:10,0.0,0.0,756.7209499999999,4544.2872592592585,3703.4862037037033,0.0
122,20:10-20:20,0.0,0.0,764.5451,3703.4862037037033,2853.9916481481478,0.0
123,20:20-20:30,0.0,0.0,752.3510249999999,2853.9916481481478,2018.0460648148146,0.0
124,20:30-20:40,0.0,0.0,736.2414583333332,2018.0460648148146,1200.0,0.0
125,20:40-20:50,737.4657833333333,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,744.8638166666667,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,724.4980166666667,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,724.1590175796985,0.0,0.0,1200.0,1200.0,0.0
129,21:20-21:30,751.8472675796984,0.0,0.0,1200.0,1200.0,0.0
130,21:30-21:40,765.3360583333332,0.0,0.0,1200.0,1200.0,0.0
131,21:40-21:50,687.0169333333332,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1409.8816166666666,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1402.7724666666666,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,592.7443249999999,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1419.4452083333333,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1398.6844641371795,833.3333333333333,0.0,3450.0,4200.0,0.0
137,22:40-22:50,561.1643124340079,0.0,0.0,4200.0,4200.0,0.0
138,22:50-23:00,1412.49455,833.3333333333333,0.0,4200.0,4950.0,5.667116666666516
139,23:00-23:10,598.329,0.0,0.0,4950.0,4950.0,0.0
140,23:10-23:20,611.0661916666668,0.0,0.0,4950.0,4950.0,0.0
141,23:20-23:30,1443.7758624340079,833.3333333333333,0.0,4950.0,5700.0,0.0
142,23:30-23:40,1165.8465150583245,569.7992739836789,0.0,5700.0,6212.819346585311,0.0
143,23:40-23:50,601.7552400734086,0.0,0.0,6212.819346585311,6212.819346585311,0.0
144,23:50-0:00+1,612.8205827413124,0.0,0.0,6212.819346585311,6212.819346585311,0.0
