时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
56,9:10-9:20,0.0,0.0,209.33514051818963,1943.666512216076,1711.0719116403097,0.0
57,9:20-9:30,0.0,0.0,161.78527105944318,1711.0719116403097,1531.3104993520394,0.0
58,9:30-9:40,0.0,0.0,105.85633043461269,1531.3104993520394,1413.692354424692,0.0
59,9:40-9:50,0.0,0.0,86.92223382873362,1413.692354424692,1317.1120946149879,0.0
60,9:50-10:00,0.0,0.0,74.39687575059838,1317.1120946149879,1234.4488993365453,0.0
61,10:00-10:10,0.0,0.0,31.004009402890688,1234.4488993365453,1200.0,0.0
62,10:10-10:20,0.0,13.980579507525363,0.0,1200.0,1212.582521556773,0.0
63,10:20-10:30,0.0,47.70805301291307,0.0,1212.582521556773,1255.5197692683946,0.0
64,10:30-10:40,0.0,78.38724208488293,0.0,1255.5197692683946,1326.0682871447893,0.0
65,10:40-10:50,0.0,108.92484889043226,0.0,1326.0682871447893,1424.1006511461783,0.0
66,10:50-11:00,706.387773739569,833.3333333333333,0.0,1424.1006511461783,2174.1006511461783,0.0
67,11:00-11:10,723.209609192854,833.3333333333333,0.0,2174.1006511461783,2924.1006511461783,0.18634080714582524
68,11:10-11:20,702.5800347000186,833.3333333333333,0.0,2924.1006511461783,3674.1006511461783,20.912148633314473
69,11:20-11:30,662.6184163517299,833.3333333333333,0.0,3674.1006511461783,4424.100651146178,11.137833648269861
70,11:30-11:40,666.8521719850178,833.3333333333333,0.0,4424.100651146178,5174.100651146178,0.0
71,11:40-11:50,650.7093828273928,833.3333333333333,0.0,5174.100651146178,5924.100651146178,0.0
72,11:50-12:00,598.6087426424245,833.3333333333333,0.0,5924.100651146178,6674.100651146178,0.0
73,12:00-12:10,580.5029271614939,833.3333333333333,0.0,6674.100651146178,7424.100651146178,0.0
74,12:10-12:20,571.6197713980428,833.3333333333333,0.0,7424.100651146178,8174.100651146178,0.0
75,12:20-12:30,578.7697482966462,833.3333333333333,0.0,8174.100651146178,8924.100651146178,0.0
76,12:30-12:40,585.9528291293855,833.3333333333333,0.0,8924.100651146178,9674.100651146178,47.55107087061447
77,12:40-12:50,264.48057021304294,482.7104495483218,0.0,9674.100651146178,10108.540055739668,45.131646001945455
78,12:50-13:00,0.0,177.16567489047816,0.0,10108.540055739668,10267.989163141097,0.0
79,13:00-13:10,0.0,128.6907745996798,0.0,10267.989163141097,10383.81086028081,0.0
80,13:10-13:20,0.0,95.60239024451289,0.0,10383.81086028081,10469.85301150087,5.30200691117966
81,13:20-13:30,0.0,100.43182509454095,0.0,10469.85301150087,10560.241654085958,5.313075094541091
82,13:30-13:40,0.0,100.49120942550394,0.0,10560.241654085958,10650.683742568912,0.0
83,13:40-13:50,0.0,87.63375075506201,0.0,10650.683742568912,10729.554118248469,0.0
84,13:50-14:00,0.0,67.69151304756508,0.0,10729.554118248469,10790.476479991277,0.0
85,14:00-14:10,0.0,10.581688898580524,0.0,10790.476479991277,10800.0,0.0
86,14:10-14:20,0.0,0.0,37.42364899021686,10800.0,10758.418167788648,0.0
87,14:20-14:30,0.0,0.0,73.03734207029561,10758.418167788648,10677.26556548832,0.0
88,14:30-14:40,0.0,0.0,122.16087685386162,10677.26556548832,10541.531257872919,0.0
89,14:40-14:50,0.00032081743944445407,0.0,175.35434651259146,10541.531257872919,10346.693095081151,0.0
90,14:50-15:00,207.96513931805396,0.0,0.0,10346.693095081151,10346.693095081151,0.0
91,15:00-15:10,723.0380260789968,503.6743387987214,0.0,10346.693095081151,10800.0,0.0
92,15:10-15:20,256.19151876826436,0.0,0.0,10800.0,10800.0,0.0
93,15:20-15:30,320.5640754653005,0.0,0.0,10800.0,10800.0,19.578424534699593
94,15:30-15:40,365.1659048307358,0.0,0.0,10800.0,10800.0,37.616361835930775
95,15:40-15:50,401.51677855033824,0.0,0.0,10800.0,10800.0,50.93567144966164
96,15:50-16:00,433.2949207868636,0.0,0.0,10800.0,10800.0,74.02924587980317
97,16:00-16:10,470.02704795688925,0.0,0.0,10800.0,10800.0,92.23450204311092
98,16:10-16:20,543.5802904161176,0.0,0.0,10800.0,10800.0,55.48692625054912
99,16:20-16:30,618.2431400817893,0.0,0.0,10800.0,10800.0,12.51310991821066
100,16:30-16:40,669.174516829172,0.0,0.0,10800.0,10800.0,19.561033170827955
101,16:40-16:50,715.3513158921908,0.0,0.0,10800.0,10800.0,27.37296744114235
102,16:50-17:00,778.1874934323531,0.0,0.0,10800.0,10800.0,9.22542323431341
103,17:00-17:10,848.47738381446,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,884.2073557849825,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,917.5719531155175,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,1010.1735034148674,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,930.565851412855,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,730.0267374197537,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,704.4457222820184,0.0,0.0,10800.0,10800.0,0.0
110,18:10-18:20,731.6509409513646,0.0,0.0,10800.0,10800.0,7.657275715301942
111,18:20-18:30,723.6060250764671,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,733.9357149689274,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,263.0531864752154,0.0,476.49416506321757,10800.0,10270.562038818647,5.426981794900371
114,18:50-19:00,0.0,0.0,737.0858333333333,10270.562038818647,9451.577779559388,26.12083333333328
115,19:00-19:10,0.0,0.0,744.7635123620498,9451.577779559388,8624.062765823777,1.9545209712835003
116,19:10-19:20,0.0,0.0,741.5042267707248,8624.062765823777,7800.169180522972,0.0
117,19:20-19:30,0.0,0.0,734.6957683333334,7800.169180522972,6983.840549041491,0.0
118,19:30-19:40,0.0,0.0,751.7274034263472,6983.840549041491,6148.587878567771,0.0
119,19:40-19:50,0.0,0.0,757.9724490443274,6148.587878567771,5306.396268518519,0.0
120,19:50-20:00,0.0,0.0,746.7667833333333,5306.396268518519,4476.655398148148,0.0
121,20:00-20:10,0.0,0.0,753.4289666666666,4476.655398148148,3639.512101851852,10.907550000000128
122,20:10-20:20,0.0,0.0,742.5161333333333,3639.512101851852,2814.494175925926,11.427683333333334
123,20:20-20:30,0.0,0.0,720.9491666666667,2814.494175925926,2013.4395462962962,0.0
124,20:30-20:40,0.0,0.0,732.0955916666666,2013.4395462962962,1200.0,0.0
125,20:40-20:50,751.6100499999999,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,751.5375,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,732.4043583333332,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,733.6888999999999,0.0,0.0,1200.0,1200.0,2.761700000000019
129,21:20-21:30,759.1255333333332,0.0,0.0,1200.0,1200.0,0.0
130,21:30-21:40,770.4224833333333,0.0,0.0,1200.0,1200.0,0.0
131,21:40-21:50,693.8173083333334,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1418.9499999999998,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1410.7891,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,584.0499,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1400.5141666666666,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1407.2345666666665,833.3333333333333,0.0,3450.0,4200.0,0.0
137,22:40-22:50,1144.8166734310716,570.4864900977383,0.0,4200.0,4713.437841087964,0.0
138,22:50-23:00,1404.0389166666664,833.3333333333333,0.0,4713.437841087964,5463.437841087964,0.0
139,23:00-23:10,587.8820166666666,0.0,0.0,5463.437841087964,5463.437841087964,0.0
140,23:10-23:20,1427.9846166666666,833.3333333333333,0.0,5463.437841087964,6213.437841087964,0.0
141,23:20-23:30,1419.3999999999999,833.3333333333333,0.0,6213.437841087964,6963.437841087964,0.0
142,23:30-23:40,1411.2785583333332,833.3333333333333,0.0,6963.437841087964,7713.437841087964,22.734108333333324
143,23:40-23:50,550.2389333333333,0.0,0.0,7713.437841087964,7713.437841087964,0.0
144,23:50-0:00+1,508.0316666666665,0.0,0.0,7713.437841087964,7713.437841087964,0.0
