date,stage,training_last_date,selected,load_old_mae_kw,load_calendar_mae_kw,legacy_remaining_mae,legacy_execution_mae,calendar_remaining_mae,calendar_execution_mae,calendar_decay_remaining_mae,calendar_decay_execution_mae,adaptive_remaining_mae,adaptive_execution_mae
2025-02-16,3,2025-02-15,calendar_decay,938.7404171779802,137.61416905893248,0.06777632292299549,0.06777632292299549,0.06129137571052919,0.06129137571052919,0.06073494045217766,0.06073494045217766,0.06073494045217766,0.06073494045217766
2025-02-17,0,2025-02-16,calendar_decay,284.307321466996,119.57617551200283,0.05729968766331075,0.04285381797034019,0.0707233068050157,0.06485584629096972,0.050319299868711906,0.054388985975136195,0.050319299868711906,0.054388985975136195
2025-02-17,1,2025-02-16,calendar,376.08058928292576,118.06392166142037,0.03589266848382898,0.033342713413367704,0.04290265176802622,0.04888981552951334,0.04435667904074233,0.047461333294009846,0.04290265176802622,0.04888981552951334
2025-02-17,2,2025-02-16,calendar_decay,185.69175461957775,122.94502367371669,0.03417551777662191,0.04042482864620112,0.042574788393746836,0.0421008969538368,0.04398481183106056,0.042491822070562416,0.04398481183106056,0.042491822070562416
2025-02-17,3,2025-02-16,calendar_decay,343.04083995912924,74.69585606849975,0.03704108835624972,0.03704108835624972,0.0394007700202671,0.0394007700202671,0.040050315704138584,0.040050315704138584,0.040050315704138584,0.040050315704138584
2025-02-18,0,2025-02-17,calendar_decay,221.9340373589584,81.74557439804086,0.04286804727237852,0.0633865655646683,0.043647995215829814,0.04675519832131193,0.041591227955336846,0.039486568298451416,0.041591227955336846,0.039486568298451416
2025-02-18,1,2025-02-17,calendar,395.9924222871209,143.26021751799635,0.04938452919554507,0.05181574077745926,0.047370948962486545,0.0427805175241606,0.04520578273903833,0.04206567893490704,0.047370948962486545,0.0427805175241606
2025-02-18,2,2025-02-17,calendar_decay,180.73216583845553,140.12020919928747,0.03152911122514274,0.03700633188232057,0.04335025603450065,0.0426091375871146,0.044340483553860256,0.04298526221937518,0.044340483553860256,0.04298526221937518
2025-02-18,3,2025-02-17,calendar_decay,453.22262107668837,148.02520354171838,0.03871006847141482,0.03871006847141482,0.04286295651106477,0.04286295651106477,0.04221235729006274,0.04221235729006274,0.04221235729006274,0.04221235729006274
2025-02-19,0,2025-02-18,calendar_decay,227.82356847180404,145.0027414988238,0.053751990274208905,0.04025363199073099,0.0475850334863297,0.04133245533876418,0.04391995422566799,0.04080346416618324,0.04391995422566799,0.04080346416618324
2025-02-19,1,2025-02-18,calendar,359.0920227206716,99.20187592112194,0.04176047881591922,0.04493530132619759,0.04217293911799589,0.042727684824361845,0.043604222741972454,0.04286686038303897,0.04217293911799589,0.042727684824361845
2025-02-19,2,2025-02-18,calendar_decay,133.74593328793134,170.25806181757528,0.03466159673680281,0.037336257944541325,0.03782839424355458,0.04174023262044438,0.04044311076685017,0.04333185408476889,0.04044311076685017,0.04333185408476889
2025-02-19,3,2025-02-18,calendar_decay,198.38976627702493,113.69247965900172,0.040886148111356824,0.040886148111356824,0.03341625551619071,0.03341625551619071,0.03307662154348776,0.03307662154348776,0.03307662154348776,0.03307662154348776
2025-02-20,0,2025-02-19,calendar_decay,204.02568493122715,126.53807606871024,0.03888248401429351,0.04015435456120581,0.03548798031912588,0.029067927525872398,0.035876299569828185,0.02609782198193997,0.035876299569828185,0.02609782198193997
2025-02-20,1,2025-02-19,calendar,327.5039572654934,140.6781793372597,0.038059015938245136,0.04160446707696652,0.038099492059073155,0.03734578658412228,0.0392042816816217,0.03883684650085837,0.038099492059073155,0.03734578658412228
2025-02-20,2,2025-02-19,calendar_decay,118.27552117132578,139.3017687570154,0.04398859979775082,0.043136962286552206,0.03943667757978052,0.03563289788038463,0.03913561041341427,0.03475310021485819,0.03913561041341427,0.03475310021485819
2025-02-20,3,2025-02-19,calendar_decay,260.9797413802277,108.54851511177381,0.034602390008756284,0.034602390008756284,0.04450830534162108,0.04450830534162108,0.04408345634416485,0.04408345634416485,0.04408345634416485,0.04408345634416485
2025-02-21,0,2025-02-20,calendar_decay,985.7572621942747,111.78389076788199,0.1096270020761443,0.03790711751755075,0.03271030782497943,0.0278156863973696,0.032302492392846875,0.0279251283563562,0.032302492392846875,0.0279251283563562
2025-02-21,1,2025-02-20,calendar,1524.3631228950608,116.50017206216303,0.15188480893978637,0.17599552029244384,0.03437810819234135,0.03310857601988451,0.034258106581289194,0.031578351834574296,0.03437810819234135,0.03310857601988451
2025-02-21,2,2025-02-20,calendar_decay,311.9329953911913,121.73521730811763,0.08182951828446691,0.045957311095418216,0.03745158054151886,0.035605125431720626,0.03588895030667684,0.03580759524590268,0.03588895030667684,0.03580759524590268
2025-02-21,3,2025-02-20,calendar_decay,1357.2362900019386,148.784550522352,0.14421362979271385,0.14421362979271385,0.04163303026105499,0.04163303026105499,0.03937145495500748,0.03937145495500748,0.03937145495500748,0.03937145495500748
2025-02-22,0,2025-02-21,calendar_decay,516.9392617595311,117.83381745160868,0.061391464524219154,0.029831550522746803,0.04195139456606141,0.02521520805623893,0.04361400975143951,0.02557215609609992,0.04361400975143951,0.02557215609609992
2025-02-22,1,2025-02-21,calendar,830.6999865702594,129.2284787204831,0.08533950574710837,0.11428603283467409,0.0454318049648593,0.0422953599140852,0.048306302678518036,0.04219524045148917,0.0454318049648593,0.0422953599140852
2025-02-22,2,2025-02-21,calendar_decay,186.52984312048275,105.41735668623757,0.06287622946071231,0.027828336709297876,0.04771330477575645,0.042471002752072606,0.05006827607875614,0.043510346715386096,0.05006827607875614,0.043510346715386096
2025-02-22,3,2025-02-21,calendar_decay,758.4422563377748,115.43461901275126,0.09558192003903401,0.09558192003903401,0.05048522537157636,0.05048522537157636,0.04981660663714402,0.04981660663714402,0.04981660663714402,0.04981660663714402
2025-02-23,0,2025-02-22,calendar_decay,631.5957999142278,166.54310215022528,0.06018624519636821,0.029979159015219078,0.03767262136775592,0.03177459969063242,0.03925160706638346,0.032030234534750665,0.03925160706638346,0.032030234534750665
2025-02-23,1,2025-02-22,calendar,1030.288001870354,141.1734930587998,0.08462096282141623,0.10430748557590776,0.03936314943010265,0.038496711660150416,0.041166324659147845,0.039241822720096166,0.03936314943010265,0.038496711660150416
2025-02-23,2,2025-02-22,calendar_decay,207.4039188532401,139.0493595575452,0.05133331631360006,0.0384231997710718,0.03731054364397429,0.040683519056355616,0.03961828419335449,0.04081985272597529,0.03961828419335449,0.04081985272597529
2025-02-23,3,2025-02-22,calendar_decay,875.372012883584,106.71111874460448,0.07107270734311084,0.07107270734311084,0.03322111486718996,0.03322111486718996,0.03314543953399681,0.03314543953399681,0.03314543953399681,0.03314543953399681
2025-02-24,0,2025-02-23,calendar_decay,215.8762145189168,134.68204831318343,0.033827385583303,0.03801892493665101,0.05305051907383573,0.06313497391504376,0.039382917324488495,0.046693716922678825,0.039382917324488495,0.046693716922678825
2025-02-24,1,2025-02-23,calendar,493.3488178358531,163.64860024582833,0.04181431477309478,0.04357557969509408,0.03798420273822993,0.042380070483288144,0.03828367770136696,0.042464664749028214,0.03798420273822993,0.042380070483288144
2025-02-24,2,2025-02-23,calendar_decay,148.90571778187024,104.01128830829234,0.030263246972383896,0.03722658704772986,0.034125024117248444,0.03550657250067573,0.034953182951705984,0.03640602176795851,0.034953182951705984,0.03640602176795851
2025-02-24,3,2025-02-23,calendar_decay,367.55188588090806,126.16377515384912,0.03442676027084286,0.03442676027084286,0.032915558502687056,0.032915558502687056,0.03209966427772931,0.03209966427772931,0.03209966427772931,0.03209966427772931
2025-02-25,0,2025-02-24,calendar_decay,236.64705414766462,131.02278519096006,0.05574505119358479,0.06218783122482794,0.07827077121768442,0.07177033360042384,0.046605136265650236,0.05594671465986341,0.046605136265650236,0.05594671465986341
2025-02-25,1,2025-02-24,calendar,389.78215313020075,124.08931511125596,0.034864316026794046,0.03355753904747825,0.03795425521637479,0.0453867923219187,0.037870650985604784,0.04572972731292525,0.03795425521637479,0.0453867923219187
2025-02-25,2,2025-02-24,calendar_decay,103.68908851554063,127.70925593585252,0.05074376775035604,0.05547981360239252,0.049966453184371706,0.04461882461254591,0.03877232513802193,0.03830327422048296,0.03877232513802193,0.03830327422048296
2025-02-25,3,2025-02-24,calendar_decay,330.2130352773512,121.13622234653869,0.026042415645780657,0.026042415645780657,0.03431825713002286,0.03431825713002286,0.033926543953626494,0.033926543953626494,0.033926543953626494,0.033926543953626494
2025-02-26,0,2025-02-25,calendar_decay,226.25400180562275,118.14571167848237,0.0789018865399788,0.05944627737146741,0.04016915497848523,0.033918055588074855,0.03437606871467545,0.031653594083127255,0.03437606871467545,0.031653594083127255
2025-02-26,1,2025-02-25,calendar,326.8611439208167,121.94220767236709,0.03891949424674622,0.027652669978793412,0.03499507419544005,0.023762562013898272,0.03469252633668021,0.02390452093718119,0.03499507419544005,0.023762562013898272
2025-02-26,2,2025-02-25,calendar_decay,147.45206453955785,154.16007833874096,0.04155684050818439,0.052686669296876064,0.042680878121059564,0.04874456639920118,0.04160239469481563,0.04710719497737957,0.04160239469481563,0.04710719497737957
2025-02-26,3,2025-02-25,calendar_decay,270.8031621289411,103.86759820379898,0.06682682327308523,0.06682682327308523,0.04464735727282768,0.04464735727282768,0.03703159184208986,0.03703159184208986,0.03703159184208986,0.03703159184208986
2025-02-27,0,2025-02-26,calendar_decay,160.45546014797958,130.91784707973073,0.04436044624397474,0.0363739942597268,0.03740219297122355,0.035017098003093494,0.03384276063996062,0.032775842326708084,0.03384276063996062,0.032775842326708084
2025-02-27,1,2025-02-26,calendar,295.2782634557832,93.75967868984118,0.036693849041333194,0.04316159913051867,0.0347843666378188,0.04129024839450017,0.03457998473506237,0.0410167147347399,0.0347843666378188,0.04129024839450017
2025-02-27,2,2025-02-26,calendar_decay,147.9056448269738,154.41199190847817,0.03335549194807989,0.033440560592085236,0.031196687805619558,0.043987290250149025,0.03106667945436476,0.043498991042001084,0.03106667945436476,0.043498991042001084
2025-02-27,3,2025-02-26,calendar_decay,309.64658565164626,97.30157963473425,0.035459277531518084,0.035459277531518084,0.021663518508058786,0.021663518508058786,0.02065836319996141,0.02065836319996141,0.02065836319996141,0.02065836319996141
2025-02-28,0,2025-02-27,calendar_decay,969.2592176157477,116.19786904762498,0.07675548185458045,0.04511712707182321,0.035205408477722494,0.024071745105567043,0.031309398629303924,0.023647957374766878,0.031309398629303924,0.023647957374766878
2025-02-28,1,2025-02-27,calendar,1547.4597655746181,119.46660505643345,0.1112382272612393,0.1301563602376106,0.036172697508255254,0.033274176456225074,0.034108433412401405,0.033041954001634836,0.036172697508255254,0.033274176456225074
2025-02-28,2,2025-02-27,calendar_decay,340.87033186555607,93.97446749877463,0.08014330074661401,0.05763033273792219,0.03606854667138616,0.040138553826429384,0.035166000034499136,0.03934320676426312,0.035166000034499136,0.03934320676426312
2025-02-28,3,2025-02-27,calendar_decay,1397.016099282737,106.36355803875199,0.12870346446226064,0.12870346446226064,0.03898257162059503,0.03898257162059503,0.037045084833570927,0.037045084833570927,0.037045084833570927,0.037045084833570927
2025-03-01,0,2025-02-28,calendar_decay,719.852634248528,188.59873327807708,0.06704472921426367,0.02425746201282608,0.0267003042162615,0.025840004888413842,0.02682103646830461,0.02636928059072392,0.02682103646830461,0.02636928059072392
2025-03-01,1,2025-02-28,calendar,892.437105553875,154.31059864986275,0.07954483066922875,0.09608858297933542,0.028654421473783876,0.03194875519408358,0.027277550366837586,0.028559407237506478,0.028654421473783876,0.03194875519408358
2025-03-01,2,2025-02-28,calendar_decay,141.8599095962521,206.42063077243714,0.06505791243026637,0.03114998020786852,0.02788417773879601,0.03207470888149029,0.027696168992808808,0.03180680225846034,0.027696168992808808,0.03180680225846034
2025-03-01,3,2025-02-28,calendar_decay,856.322856370445,126.45702888483534,0.11626369478816283,0.11626369478816283,0.027604129062444853,0.027604129062444853,0.025719380201219208,0.025719380201219208,0.025719380201219208,0.025719380201219208
2025-03-02,0,2025-03-01,calendar_decay,546.8900396986968,92.0701641380645,0.0682600878000712,0.03635348981224436,0.041664316791719426,0.03377373257633118,0.04175135405757547,0.03194993784549268,0.04175135405757547,0.03194993784549268
2025-03-02,1,2025-03-01,calendar,910.468887759599,170.92263245219934,0.09700253116716208,0.08098347026391496,0.04781398298935196,0.030728045883262695,0.04648688999608425,0.030311019317040794,0.04781398298935196,0.030728045883262695
2025-03-02,2,2025-03-01,calendar_decay,331.8573809293473,225.36912555006433,0.08156148643021517,0.09703364976522104,0.05378327982995664,0.075808008902684,0.05379469321984887,0.07583537268385544,0.05379469321984887,0.07583537268385544
2025-03-02,3,2025-03-01,calendar_decay,893.604111941012,115.36926709520137,0.16663062948247243,0.16663062948247243,0.08559518450778726,0.08559518450778726,0.06489468664871018,0.06489468664871018,0.06489468664871018,0.06489468664871018
2025-03-03,0,2025-03-02,calendar_decay,201.89335168088246,148.82389177243422,0.07668953590753533,0.03227734391226689,0.05635231902023861,0.03367735922303194,0.048661521543377585,0.033296685699745775,0.048661521543377585,0.033296685699745775
2025-03-03,1,2025-03-02,calendar,293.6355966459079,113.99297585730449,0.07806477431768091,0.10207874714410332,0.05630625991136268,0.07671631453502462,0.05398768576613253,0.07348234110753231,0.05630625991136268,0.07671631453502462
2025-03-03,2,2025-03-02,calendar_decay,359.5919195094221,169.21702163092107,0.05967590828483553,0.03231739417604786,0.05601105325226366,0.04007871078703596,0.03760994954278806,0.03789751878177009,0.03760994954278806,0.03789751878177009
2025-03-03,3,2025-03-02,calendar_decay,315.6874263489062,130.41092007177207,0.07890266231878029,0.07890266231878029,0.07695011477688449,0.07695011477688449,0.059111448621211274,0.059111448621211274,0.059111448621211274,0.059111448621211274
