时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
81,13:20-13:30,0.0,205.79982240720028,0.0,9347.243050399959,9532.46289056644,0.0
82,13:30-13:40,0.0,197.61744107348034,0.0,9532.46289056644,9710.31858753257,0.0
83,13:40-13:50,0.0,198.59345810591867,0.0,9710.31858753257,9889.052699827898,0.0
84,13:50-14:00,0.0,185.26536397054338,0.0,9889.052699827898,10055.791527401389,0.0
85,14:00-14:10,0.0,187.77823254408122,0.0,10055.791527401389,10224.791936691061,0.0
86,14:10-14:20,0.0,171.1109275082863,0.0,10224.791936691061,10378.791771448517,0.0
87,14:20-14:30,0.0,136.37072593942742,0.0,10378.791771448517,10501.525424794003,0.0
88,14:30-14:40,0.0,104.82571352137006,0.0,10501.525424794003,10595.868566963236,0.0
89,14:40-14:50,0.0,91.58921212654138,0.0,10595.868566963236,10678.298857877124,0.0
90,14:50-15:00,0.0,79.40583388278742,0.0,10678.298857877124,10749.764108371632,0.0
91,15:00-15:10,0.0,42.70799740519931,0.0,10749.764108371632,10788.201306036312,0.0
92,15:10-15:20,0.0,13.109659959653413,0.0,10788.201306036312,10800.0,0.0
93,15:20-15:30,13.906368016323881,0.0,0.0,10800.0,10800.0,0.0
94,15:30-15:40,80.17320797232207,0.0,0.0,10800.0,10800.0,0.0
95,15:40-15:50,137.78760375004822,0.0,0.0,10800.0,10800.0,0.0
96,15:50-16:00,174.42686647515887,0.0,0.0,10800.0,10800.0,0.0
97,16:00-16:10,223.85919578304538,0.0,0.0,10800.0,10800.0,0.0
98,16:10-16:20,246.74162322141626,0.0,0.0,10800.0,10800.0,0.0
99,16:20-16:30,259.78478920867155,0.0,0.0,10800.0,10800.0,0.0
100,16:30-16:40,312.1281913396495,0.0,0.0,10800.0,10800.0,0.0
101,16:40-16:50,298.5136172410487,0.0,0.0,10800.0,10800.0,0.0
102,16:50-17:00,238.10925079073633,0.0,0.0,10800.0,10800.0,0.0
103,17:00-17:10,267.33061057640924,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,320.71296757356686,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,358.8565828446244,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,399.31980251027267,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,431.73602069707584,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,455.6088923208315,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,0.0,0.0,488.9760327054641,10800.0,10256.693296993928,0.0
110,18:10-18:20,545.2465415125578,0.0,0.0,10256.693296993928,10256.693296993928,0.0
111,18:20-18:30,445.2842101670557,0.0,159.12970324709042,10256.693296993928,10079.882515608273,0.0
112,18:30-18:40,629.1879720483835,0.0,0.0,10079.882515608273,10079.882515608273,0.0
113,18:40-18:50,0.0,0.0,646.5160628274332,10079.882515608273,9361.531334688903,0.0
114,18:50-19:00,0.0,0.0,659.1246165657101,9361.531334688903,8629.170649615891,0.0
115,19:00-19:10,0.0,0.0,647.0374472987519,8629.170649615891,7910.240152617279,20.45325270124806
116,19:10-19:20,0.0,0.0,658.1302257357906,7910.240152617279,7178.984346244179,0.0
117,19:20-19:30,0.0,0.0,684.5793639602657,7178.984346244179,6418.34060851055,0.0
118,19:30-19:40,0.0,0.0,673.9560331691893,6418.34060851055,5669.500571655895,0.0
119,19:40-19:50,0.0,0.0,657.7973179042253,5669.500571655895,4938.614662873422,0.0
120,19:50-20:00,0.0,0.0,660.9337195509008,4938.614662873422,4204.243863372421,0.0
121,20:00-20:10,0.0,0.0,681.9775212052671,4204.243863372421,3446.4910620332357,0.0
122,20:10-20:20,0.0,0.0,682.1133334103046,3446.4910620332357,2688.5873582440063,0.0
123,20:20-20:30,0.0,0.0,666.4813140168719,2688.5873582440063,1948.0525648919263,0.0
124,20:30-20:40,0.0,0.0,673.2473084027337,1948.0525648919263,1200.0,0.0
125,20:40-20:50,681.7901965252289,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,675.8940612262173,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,658.6686591784132,0.0,0.0,1200.0,1200.0,0.0
128,21:10-21:20,660.8758480046414,0.0,0.0,1200.0,1200.0,0.0
129,21:20-21:30,679.9802536596262,0.0,0.0,1200.0,1200.0,0.0
130,21:30-21:40,671.1392112714909,0.0,0.0,1200.0,1200.0,0.0
131,21:40-21:50,626.9219490434127,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1407.09300305874,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1388.0893151076646,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,562.7723533059348,0.0,0.0,2700.0,2700.0,0.0
135,22:20-22:30,1411.4217486913108,833.3333333333333,0.0,2700.0,3450.0,0.0
136,22:30-22:40,1420.4065187325932,833.3322819005161,0.0,3450.0,4199.999053710464,0.0
137,22:40-22:50,598.0367551251255,0.0,0.0,4199.999053710464,4199.999053710464,0.0
138,22:50-23:00,831.6477166452155,231.26885922387697,0.0,4199.999053710464,4408.141027011953,0.0
139,23:00-23:10,578.9273301563552,0.0,0.0,4408.141027011953,4408.141027011953,0.0
140,23:10-23:20,578.0942444367203,0.0,0.0,4408.141027011953,4408.141027011953,0.0
141,23:20-23:30,1419.9260024979526,833.3333333333333,0.0,4408.141027011953,5158.141027011953,0.0
142,23:30-23:40,561.2198694064443,0.0,0.0,5158.141027011953,5158.141027011953,0.0
143,23:40-23:50,631.0039318466107,0.0,0.0,5158.141027011953,5158.141027011953,0.0
144,23:50-0:00+1,759.6970404595252,0.0,0.0,5158.141027011953,5158.141027011953,0.0
