date,soc_start,soc_end,initial_grid,final_grid,plan_cost,adjustment_cost,emergency_cost,total_cost,emergency_kwh,surplus_kwh,max_charge_discharge_overlap,stage_objectives
2025-02-15,1200.0000000000032,1199.9999999999995,80968.38454079261,80968.38454079261,49375.75280215139,0.0,0.0,49375.75280215139,0.0,46937.88415930951,0.0,[93284.95661671423]
2025-02-16,1199.9999999999995,1199.9999999999998,53872.289160572094,53872.289160572094,30253.416115179534,0.0,109155.03421830237,139408.45033348192,25725.45550117664,427.3106377255068,0.0,[33278.75772669749]
2025-02-17,1199.9999999999998,1199.9999999999986,79578.17881575256,79578.17881575256,48123.81829391753,0.0,22755.9507133419,70879.76900725943,5569.605347876358,9456.54830553324,0.0,[63444.439253078395]
2025-02-18,1199.9999999999986,1199.9999999999986,73228.51839507167,73228.51839507167,44492.91889123478,0.0,22671.84271958925,67164.76161082403,5734.671473381799,2421.8313872541567,0.0,[68334.42262229562]
2025-02-19,1199.9999999999986,1200.0000000000023,74670.80069320006,74670.80069320006,45592.157328700065,0.0,21664.202006904485,67256.35933560455,5348.291509383403,2508.2363649824924,0.0,[63718.78022599597]
2025-02-20,1200.0000000000023,1200.0,79138.51636033549,79138.51636033549,48452.036300827545,0.0,13962.116767309344,62414.15306813689,3423.6046064488273,7154.076717975688,0.0,[63651.35882900771]
2025-02-21,1200.0,1200.0000000000014,81761.02149824842,81761.02149824842,51410.49262641708,0.0,0.0,51410.49262641708,0.0,51796.49343276516,0.0,[61945.534592099546]
2025-02-22,1200.0000000000014,1200.0,77810.38615443344,77810.38615443344,47492.05063582616,0.0,67.06211332304044,47559.1127491492,31.36675085268496,45274.16476871892,0.0,[81408.00854439777]
2025-02-23,1200.0,1199.999999999999,47322.203776532406,47322.203776532406,26698.608507357996,0.0,118996.52418782975,145695.13269518776,27783.674093471785,44.97932181112503,0.0,[29429.80648718418]
2025-02-24,1199.999999999999,1200.0000000000018,68117.65985373888,68117.65985373888,41444.230295228306,0.0,33145.7659615292,74589.9962567575,8470.947012303901,3848.73226131005,0.0,[56904.79706881647]
2025-02-25,1200.0000000000018,1200.0000000000007,72499.37509054862,72499.37509054862,43830.0166937523,0.0,18748.6726215773,62578.689315329604,4483.837831564954,6692.5323977745575,0.0,[59577.521592506346]
2025-02-26,1200.0000000000007,1200.0000000000032,69762.08049456285,69762.08049456285,41833.2450862005,0.0,22812.987154604398,64646.23224080489,5533.850639865709,2287.5811466095074,0.0,[61507.187288385765]
2025-02-27,1200.0000000000032,1200.000000000005,72704.5774859675,72704.5774859675,44206.76636198696,0.0,14398.802517535958,58605.56887952292,3235.0707377491553,4522.432966269727,0.0,[67820.45830698845]
2025-02-28,1200.000000000005,1200.000000000003,80856.9647677649,80856.9647677649,50365.9141876659,0.0,0.0,50365.9141876659,0.0,53012.84892495971,0.0,[65757.81451278392]
2025-03-01,1200.000000000003,1200.000000000001,81838.21857369965,81838.21857369965,50562.84027257405,0.0,0.0,50562.84027257405,0.0,53534.66962855969,0.0,[81970.94706322746]
2025-03-02,1200.000000000001,1199.999999999999,69935.2132440591,69935.2132440591,40866.84990805669,0.0,49648.35061385609,90515.20052191278,11611.104024951372,4673.804593259681,0.0,[88211.60916762694]
2025-03-03,1199.999999999999,1200.000000000001,74486.83302262693,74486.83302262693,44875.11024460388,0.0,25369.395437992494,70244.50568259637,5937.869700217176,3965.808422388177,0.0,[54772.59380532394]
2025-03-04,1200.000000000001,1200.0000000000014,68964.7852432529,68964.7852432529,41924.16609134655,0.0,27172.832985406814,69096.99907675336,7226.313195734956,2693.8424373783737,0.0,[59615.51620943408]
2025-03-05,1200.0000000000014,1200.000000000004,75458.30803542417,75458.30803542417,45618.76104196384,0.0,14259.306585711849,59878.067627675686,3315.4434623610473,8148.354039070289,0.0,[62966.95378630471]
2025-03-06,1200.000000000004,1200.0000000000034,71857.47288848997,71857.47288848997,43380.07261773523,0.0,14337.87423074559,57717.946848480824,3422.47371423223,4804.147207243173,0.0,[66937.25992020626]
2025-03-07,1200.0000000000034,1200.000000000006,84688.96165740803,84688.96165740803,53012.746348179484,0.0,0.0,53012.746348179484,0.0,58925.16798467995,0.0,[71922.86363825494]
2025-03-08,1200.000000000006,1200.0000000000005,48038.7491800996,48038.7491800996,28230.56654521329,0.0,431.33865986037597,28661.905205073665,98.27217917565156,25758.433672938307,0.0,[31114.960328825007]
2025-03-09,1200.0000000000005,1199.9999999999973,43102.11712066653,43102.11712066653,24416.658778414552,0.0,104904.25707910728,129320.91585752183,23879.092900924625,633.1984105459828,0.0,[26991.597651551867]
2025-03-10,1199.9999999999973,1200.000000000001,65525.645271144764,65525.645271144764,38230.705293386214,0.0,37883.76828968656,76114.47358307277,8783.294828043061,1973.8233163379327,0.0,[48170.57561227642]
2025-03-11,1200.000000000001,1200.0000000000118,51471.82961086557,51471.82961086557,31808.95869599101,0.0,67069.27842220284,98878.23711819385,16603.631746126564,655.8191752524704,0.0,[34989.85456559011]
2025-03-12,1200.0000000000118,1200.0000000000023,69996.88453163375,69996.88453163375,41929.87599516014,0.0,20163.709943085876,62093.58593824602,4891.942783213927,8014.205299634009,0.0,[52333.76799637468]
2025-03-13,1200.0000000000023,1200.0,72563.86326083865,72563.86326083865,43713.27049428826,0.0,19494.413415708685,63207.68390999695,4588.071279487596,5180.712206730636,0.0,[61888.081401026204]
2025-03-14,1200.0,1200.0000000000036,73435.17696139232,73435.17696139232,45270.03585125737,0.0,0.0,45270.03585125737,0.0,52908.328820819326,0.0,[63646.90415654935]
2025-03-15,1200.0000000000036,1200.0000000000023,70992.30568842526,70992.30568842526,42394.04633236918,0.0,50.86752020035387,42444.91385256953,23.79210486452473,45759.53808087963,0.0,[87935.84154918109]
2025-03-16,1200.0000000000023,1200.0000000000027,60245.60246093519,60245.60246093519,34595.439137741414,0.0,47676.230474600234,82271.66961234165,11730.250037591875,4254.805565193737,0.0,[80244.45716004728]
2025-03-17,1200.0000000000027,1200.0,59828.49985929633,59828.49985929633,35053.65688400572,0.0,28205.052104318744,63258.70898832446,6558.666483301175,4824.426377688411,0.0,[52187.184126226704]
2025-03-18,1200.0,1200.000000000001,70120.84722387529,70120.84722387529,41828.554993054,0.0,15901.210255414768,57729.76524846877,3958.2966505793975,8574.48107992017,0.0,[52128.21028191098]
2025-03-19,1200.000000000001,1199.9999999999982,55523.79406737091,55523.79406737091,33536.25367301082,0.0,37032.10434420072,70568.35801721155,9419.992105795522,1395.4727260649174,0.0,[45860.88399307138]
2025-03-20,1199.9999999999982,1199.999999999999,68513.70758504872,68513.70758504872,41106.659701707984,0.0,24651.25146708788,65757.91116879586,5674.407596900651,7493.890980031959,0.0,[58854.879491957516]
2025-03-21,1199.999999999999,1200.0000000000018,74558.50722532587,74558.50722532587,45446.17052280893,0.0,0.0,45446.17052280893,0.0,57860.81332538462,0.0,[63794.27143239893]
2025-03-22,1200.0000000000018,1200.0000000000034,61833.97171586179,61833.97171586179,36107.778356686904,0.0,13.225159394352296,36121.003516081255,6.185762111483768,41709.15118463627,0.0,[59458.842317241404]
2025-03-23,1200.0000000000034,1200.000000000001,54487.32998917628,54487.32998917628,30742.07023542853,0.0,49190.5276190564,79932.59785448493,12029.71717876889,3585.2066186044954,0.0,[52607.68923696069]
2025-03-24,1200.000000000001,1199.9999999999995,61906.77785943664,61906.77785943664,36248.116830254876,0.0,21125.087677641117,57373.20450789599,5225.52105167341,4857.057587246386,0.0,[55693.6726349192]
2025-03-25,1199.9999999999995,1200.0000000000005,71469.4925254998,71469.4925254998,42695.02297788294,0.0,16602.348500402317,59297.371478285255,4156.469309253758,10190.31688465472,0.0,[62695.28284813777]
2025-03-26,1200.0000000000005,1200.0000000000036,62969.8232580524,62969.8232580524,37683.143204132546,0.0,18826.058427747437,56509.20163187999,4481.669879951834,7453.103089955069,0.0,[57001.11609586682]
2025-03-27,1200.0000000000036,1200.0,69116.30439356502,69116.30439356502,41547.580017606175,0.0,10506.790534316453,52054.37055192263,2758.462285202447,8909.586139612791,0.0,[62289.662048711085]
2025-03-28,1200.0,1200.0000000000005,75075.79109063474,75075.79109063474,46606.730693915015,0.0,0.0,46606.730693915015,0.0,59967.572217401495,0.0,[67766.48452187603]
2025-03-29,1200.0000000000005,1200.0000000000002,52063.85241804122,52063.85241804122,30627.697188037222,0.0,0.0,30627.697188037222,0.0,40303.30990137455,0.0,[53345.98213381006]
2025-03-30,1200.0000000000002,1200.0000000000005,56373.767621082116,56373.767621082116,31729.844548551246,0.0,44569.25033405923,76299.09488261047,10971.373741313444,7887.128632507598,0.0,[80351.97562910618]
2025-03-31,1200.0000000000005,1199.999999999993,52839.01692046718,52839.01692046718,31665.27566879464,0.0,34880.56015630495,66545.83582509958,8386.353699805804,594.7794277475526,0.0,[50551.662395960964]
2025-04-01,1199.999999999993,1199.9999999999995,69668.38835103644,69668.38835103644,40803.03456038465,0.0,17317.949908508504,58120.984468893155,4405.3269088635225,9629.303913299882,0.0,[62555.348307083295]
2025-04-02,1199.9999999999995,1200.0,68153.60276763339,68153.60276763339,40994.69700657384,0.0,14570.63711656697,55565.33412314081,3686.0182450722973,7155.022913619778,0.0,[54293.71367390673]
2025-04-03,1200.0,1200.0000000000027,70718.1395378199,70718.1395378199,42921.38163316311,0.0,10368.065766163285,53289.4473993264,2709.2549196935333,13065.932329237181,0.0,[60407.52566049934]
2025-04-04,1200.0000000000027,1200.000000000005,66391.82622276593,66391.82622276593,40512.40116560245,0.0,0.0,40512.40116560245,0.0,55820.84614473196,0.0,[49864.643534103634]
2025-04-05,1200.000000000005,1199.9999999999995,55539.23471146921,55539.23471146921,32221.866253307802,0.0,0.0,32221.866253307802,0.0,39430.56382620386,0.0,[65582.85409098287]
2025-04-06,1199.9999999999995,1200.0000000000007,53688.771317699066,53688.771317699066,29756.323478223705,0.0,41635.97850014383,71392.30197836753,10183.633721339127,5408.995439038186,0.0,[64574.73609882403]
2025-04-07,1200.0000000000007,1200.0000000000005,54412.92091082843,54412.92091082843,31782.764881735544,0.0,24480.324651498853,56263.08953323439,6277.522400469947,3485.412279505634,0.0,[47524.73827529722]
2025-04-08,1200.0000000000005,1200.0000000000032,62175.404132366166,62175.404132366166,36593.34287355888,0.0,19353.4744085924,55946.817282151285,4657.980513682336,8194.2751794926,0.0,[49117.98431043749]
2025-04-09,1200.0000000000032,1199.9999999999995,65219.95026328601,65219.95026328601,38508.25012132281,0.0,13679.31525866392,52187.56537998673,3691.5793917768397,5377.103597729509,0.0,[51071.80971716101]
2025-04-10,1199.9999999999995,1199.9999999999995,66786.5555776921,66786.5555776921,40348.70961032978,0.0,10309.387388561103,50658.096998890884,2579.5848020327758,10638.724769280527,0.0,[54152.751770337185]
2025-04-11,1199.9999999999995,1200.0000000000045,50799.507153041784,50799.507153041784,31973.102609686535,0.0,0.0,31973.102609686535,0.0,42421.131330289805,0.0,[35170.412870655186]
2025-04-12,1200.0000000000045,1200.0000000000014,59091.80222601504,59091.80222601504,34187.5543148719,0.0,34.07779525462021,34221.63211012652,15.939099744911232,45834.9065629229,0.0,[55417.742620164674]
2025-04-13,1200.0000000000014,1200.0000000000018,35246.40794847264,35246.40794847264,20251.36631708104,0.0,100032.61931437318,120283.98563145421,23854.452750773427,2189.030343418959,0.0,[22355.974563383876]
2025-04-14,1200.0000000000018,1199.9999999999995,60258.040079465514,60258.040079465514,35610.18611759879,0.0,20881.323818869714,56491.5099364685,5360.377896399144,8801.844384384996,0.0,[45132.375272608086]
2025-04-15,1199.9999999999995,1200.000000000004,53853.43689350253,53853.43689350253,31686.812059494463,0.0,15490.75894323797,47177.57100273243,3700.4609155397693,3535.6936059945824,0.0,[44666.05474960282]
2025-04-16,1200.000000000004,1199.9999999999995,61745.61148833313,61745.61148833313,36061.36589930245,0.0,13566.255205059007,49627.62110436146,3705.3961879561875,5522.9525314416,0.0,[45502.524884014325]
2025-04-17,1199.9999999999995,1200.0000000000032,56760.96269764949,56760.96269764949,34321.126136415274,0.0,20862.446447665687,55183.57258408096,5221.562433450064,5219.9038450103135,0.0,[43569.10449044179]
2025-04-18,1200.0000000000032,1200.0000000000023,65905.54599104353,65905.54599104353,39897.42584942999,0.0,0.0,39897.42584942999,0.0,55449.44384286129,0.0,[49723.721691980165]
2025-04-19,1200.0000000000023,1200.000000000003,58255.10204792535,58255.10204792535,34196.746421121454,0.0,46.42161388115687,34243.16803500261,21.712635117472814,47280.46876637616,0.0,[67252.99288173056]
2025-04-20,1200.000000000003,1199.9999999999977,43984.62136478695,43984.62136478695,25028.54761722056,0.0,56520.94013049724,81549.4877477178,14501.056051475724,2720.155264635556,0.0,[56947.87769879624]
2025-04-21,1199.9999999999977,1199.999999999999,56477.58650547615,56477.58650547615,33276.41712003399,0.0,21960.777829835628,55237.19494986962,5768.918494819227,9963.889204250265,0.0,[42412.02869639866]
2025-04-22,1199.999999999999,1200.0000000000007,51021.46012888431,51021.46012888431,30001.156807509702,0.0,29275.822334555156,59276.979142064854,8445.52394805678,3260.721426941093,0.0,[42144.11826844458]
2025-04-23,1200.0000000000007,1200.0,51610.21292330141,51610.21292330141,30804.759203627353,0.0,21047.738714745916,51852.497918373265,5933.079738557166,2380.0134609879087,0.0,[43696.852318178564]
2025-04-24,1200.0,1200.0000000000005,53099.04393703127,53099.04393703127,31739.549283423952,0.0,12604.45054078049,44343.99982420444,3488.8975751500648,5561.483472086022,0.0,[43627.003102356415]
2025-04-25,1200.0000000000005,1200.0000000000014,61773.994639671306,61773.994639671306,37741.4917430913,0.0,0.0,37741.4917430913,0.0,55696.69284970621,0.0,[51327.258111588904]
2025-04-26,1200.0000000000014,1200.000000000001,45339.60420359178,45339.60420359178,26774.5055337223,0.0,0.0,26774.5055337223,0.0,41786.73146048189,0.0,[45738.870945157774]
2025-04-27,1200.000000000001,1200.0000000000082,41921.27913120495,41921.27913120495,23865.92172771002,0.0,51815.99876679208,75681.9204945021,12819.682775205501,2648.635720197036,0.0,[54848.09620308933]
2025-04-28,1200.0000000000082,1200.0,52873.8026389848,52873.8026389848,30843.39992839573,0.0,33833.70249397631,64677.10242237204,8485.083184641808,1154.2035298620685,0.0,[39132.48145001067]
2025-04-29,1200.0,1199.9999999999984,49288.35801501822,49288.35801501822,29249.800356171865,0.0,21719.57362438216,50969.373980554024,5403.449058750255,3979.631710614101,0.0,[41049.55204741567]
2025-04-30,1199.9999999999984,1200.0000000000018,46973.141048090816,46973.141048090816,28695.874827604715,0.0,28294.580128754602,56990.45495635932,8236.818323111418,3731.9292493188404,0.0,[36770.20383914055]
2025-05-01,1200.0000000000018,1199.9999999999995,53125.42829820598,53125.42829820598,31864.989961098294,0.0,30102.71213932393,61967.70210042222,6898.697136216188,5373.106520552437,0.0,[44353.5542299714]
2025-05-02,1199.9999999999995,1200.0000000000018,75377.11822988045,75377.11822988045,46007.38415993667,0.0,0.0,46007.38415993667,0.0,56549.55794344303,0.0,[61693.78297154012]
2025-05-03,1200.0000000000018,1200.0000000000034,57567.619022462604,57567.619022462604,32690.42272583585,0.0,27.88751183811878,32718.31023767397,13.043737997249195,44740.3636944134,0.0,[64111.49517037303]
2025-05-04,1200.0000000000034,1199.9999999999986,47560.95662297636,47560.95662297636,27144.55855570166,0.0,49380.3429943273,76524.90155002897,12228.242275271703,4488.039752756016,0.0,[58175.06941054136]
2025-05-05,1199.9999999999986,1200.0000000000016,54253.53530991029,54253.53530991029,32711.809543708478,0.0,30541.145921062645,63252.95546477112,7953.17239613365,3140.5324858006034,0.0,[41283.35393406955]
2025-05-06,1200.0000000000016,1199.9999999999975,48007.69517359382,48007.69517359382,29760.016880752504,0.0,41035.35887996556,70795.37576071807,9988.098920446704,1917.1409314304042,0.0,[38034.43651176383]
2025-05-07,1199.9999999999975,1200.0,56817.67770791099,56817.67770791099,35018.39645603858,0.0,20932.585506114352,55950.98196215293,5491.373934292656,3309.637856094528,0.0,[48309.61820695977]
2025-05-08,1200.0,1200.0000000000025,65773.72131834709,65773.72131834709,38664.28767926131,0.0,12415.751511645947,51080.03919090726,2957.099698735085,8796.532617282937,0.0,[50126.49350362916]
2025-05-09,1200.0000000000025,1200.0000000000011,77111.30644163654,77111.30644163654,47134.72987398754,0.0,0.0,47134.72987398754,0.0,64293.27099886857,0.0,[59443.979917828]
2025-05-10,1200.0000000000011,1199.9999999999986,60745.09517603958,60745.09517603958,35570.61787265845,0.0,0.0,35570.61787265845,0.0,44570.716559372915,0.0,[66073.47500475773]
2025-05-11,1199.9999999999986,1200.0000000000025,49643.81706948767,49643.81706948767,28399.13342966757,0.0,48160.49516184897,76559.62859151655,12298.403368056013,2680.821549909013,0.0,[56630.17538406537]
2025-05-12,1200.0000000000025,1200.0000000000032,49982.9399138665,49982.9399138665,30190.711043285664,0.0,26739.815107882318,56930.526151167986,6790.741728685181,1628.6412209481614,0.0,[40805.55920405594]
2025-05-13,1200.0000000000032,1200.0000000000039,64057.28123115792,64057.28123115792,37840.80272708156,0.0,14778.681449251342,52619.4841763329,3594.2925221534992,10447.543373953342,0.0,[52979.01351261052]
2025-05-14,1200.0000000000039,1199.9999999999995,61665.07357419498,61665.07357419498,37120.32696608856,0.0,14034.339180000938,51154.6661460895,3570.0818042539686,8226.221796922071,0.0,[48965.97078606017]
2025-05-15,1199.9999999999995,1200.0000000000002,61748.17199522849,61748.17199522849,37691.45926602614,0.0,8198.16651693396,45889.6257829601,2424.1607254404394,7409.218626114005,0.0,[50996.425239423894]
2025-05-16,1200.0000000000002,1199.9999999999989,66533.3945790965,66533.3945790965,40753.4585692223,0.0,0.0,40753.4585692223,0.0,59877.69054704329,0.0,[52848.15473246666]
2025-05-17,1199.9999999999989,1200.0000000000007,64466.710837547434,64466.710837547434,37902.4987113579,0.0,17.3480278260173,37919.846739183915,8.114138365770486,49878.43632678515,0.0,[80767.4625613834]
2025-05-18,1200.0000000000007,1200.0000000000023,55762.523946172994,55762.523946172994,31781.462204542055,0.0,33380.319086386815,65161.78129092887,8830.262504764034,7067.348510529032,0.0,[74804.17030435723]
2025-05-19,1200.0000000000023,1199.9999999999998,54611.73361783133,54611.73361783133,32138.40108266409,0.0,17034.069428213166,49172.47051087726,4222.966060173562,7610.527165106612,0.0,[43372.95939613917]
2025-05-20,1199.9999999999998,1200.0000000000005,56238.46455060315,56238.46455060315,33301.7880162521,0.0,21967.354616656587,55269.14263290869,5518.734346955189,3646.0542122507704,0.0,[44653.43552275821]
2025-05-21,1200.0000000000005,1200.0000000000032,55482.35976202609,55482.35976202609,33703.03864072345,0.0,16498.23610007241,50201.27474079585,4141.671753393248,4978.288956628245,0.0,[52771.195142260454]
2025-05-22,1200.0000000000032,1200.0000000000002,59400.73416017004,59400.73416017004,35913.03512664164,0.0,6832.133843836878,42745.16897047852,1953.4024895590978,6698.65983318922,0.0,[54151.06564799276]
