时段序号,时间段,计划购电量/kWh,充电量/kWh,放电量/kWh,时段初SOC/kWh,时段末SOC/kWh,紧急购电量/kWh
82,13:30-13:40,0.0,54.82041944894642,0.0,10708.91567735483,10758.254054858882,0.0
83,13:40-13:50,0.0,32.85419124327336,0.0,10758.254054858882,10787.822826977828,0.0
84,13:50-14:00,0.0,13.530192246857723,0.0,10787.822826977828,10800.0,0.0
85,14:00-14:10,0.0,0.0,0.0,10800.0,10800.0,0.0
86,14:10-14:20,0.0,0.0,54.4540658862112,10800.0,10739.495482348655,0.0
87,14:20-14:30,0.0,0.0,109.42854910414405,10739.495482348655,10617.908205566273,0.0
88,14:30-14:40,0.0,0.0,128.7744054182848,10617.908205566273,10474.82553287929,0.0
89,14:40-14:50,0.0,0.0,174.6490132142444,10474.82553287929,10280.77107375235,0.0
90,14:50-15:00,196.48134756229467,0.0,0.0,10280.77107375235,10280.77107375235,0.0
91,15:00-15:10,777.7410705284406,576.9210291640552,0.0,10280.77107375235,10800.0,0.0
92,15:10-15:20,253.038799786764,0.0,0.0,10800.0,10800.0,0.0
93,15:20-15:30,325.89020215173264,0.0,0.0,10800.0,10800.0,14.252297848267403
94,15:30-15:40,369.67968036255206,0.0,0.0,10800.0,10800.0,33.10258630411454
95,15:40-15:50,397.0030030185221,0.0,0.0,10800.0,10800.0,55.44944698147776
96,15:50-16:00,447.82528349817085,0.0,0.0,10800.0,10800.0,59.49888316849592
97,16:00-16:10,513.9427966445267,0.0,0.0,10800.0,10800.0,48.31875335547346
98,16:10-16:20,580.7926437542233,0.0,0.0,10800.0,10800.0,18.274572912443432
99,16:20-16:30,624.8773090868551,0.0,0.0,10800.0,10800.0,5.878940913144845
100,16:30-16:40,669.174516829172,0.0,0.0,10800.0,10800.0,19.561033170827955
101,16:40-16:50,715.3513158921908,0.0,0.0,10800.0,10800.0,27.37296744114235
102,16:50-17:00,778.1874934323531,0.0,0.0,10800.0,10800.0,9.22542323431341
103,17:00-17:10,848.47738381446,0.0,0.0,10800.0,10800.0,0.0
104,17:10-17:20,878.2352141183158,0.0,0.0,10800.0,10800.0,0.0
105,17:20-17:30,908.4294531155175,0.0,0.0,10800.0,10800.0,0.0
106,17:30-17:40,1000.4767384525127,0.0,0.0,10800.0,10800.0,0.0
107,17:40-17:50,931.2262291807615,0.0,0.0,10800.0,10800.0,0.0
108,17:50-18:00,716.5933333333332,0.0,0.0,10800.0,10800.0,0.0
109,18:00-18:10,691.0499333333333,0.0,0.0,10800.0,10800.0,6.947349999999915
110,18:10-18:20,719.3020416666666,0.0,0.0,10800.0,10800.0,20.006175000000006
111,18:20-18:30,710.5383333333333,0.0,0.0,10800.0,10800.0,0.0
112,18:30-18:40,720.5425499999999,0.0,0.0,10800.0,10800.0,0.0
113,18:40-18:50,48.14405000000011,0.0,676.988625,10800.0,10047.790416666667,19.84165833333327
114,18:50-19:00,0.0,0.0,719.6125,10047.790416666667,9248.220972222221,43.59416666666664
115,19:00-19:10,0.0,0.0,727.702825,9248.220972222221,8439.662277777777,19.015208333333362
116,19:10-19:20,0.0,0.0,723.538675,8439.662277777777,7635.730416666667,0.0
117,19:20-19:30,0.0,0.0,713.855,7635.730416666667,6842.558194444445,0.0
118,19:30-19:40,0.0,0.0,732.005175,6842.558194444445,6029.2191111111115,0.0
119,19:40-19:50,0.0,0.0,738.3858583333333,6029.2191111111115,5208.79037962963,0.0
120,19:50-20:00,0.0,0.0,728.5966666666666,5208.79037962963,4399.238527777778,0.0
121,20:00-20:10,0.0,0.0,735.0434083333332,4399.238527777778,3582.5236296296293,29.29310833333352
122,20:10-20:20,0.0,0.0,724.1305749999999,3582.5236296296293,2777.9341018518517,29.813241666666727
123,20:20-20:30,0.0,0.0,702.9608333333333,2777.9341018518517,1996.8665092592591,0.0
124,20:30-20:40,0.0,0.0,717.1798583333333,1996.8665092592591,1200.0,0.0
125,20:40-20:50,736.4412833333333,0.0,0.0,1200.0,1200.0,0.0
126,20:50-21:00,733.5491666666667,0.0,0.0,1200.0,1200.0,0.0
127,21:00-21:10,712.7693583333332,0.0,0.0,1200.0,1200.0,2.275325000000066
128,21:10-21:20,711.4063333333334,0.0,0.0,1200.0,1200.0,25.044266666666545
129,21:20-21:30,736.6733333333333,0.0,0.0,1200.0,1200.0,22.260000000000105
130,21:30-21:40,747.9133166666667,0.0,0.0,1200.0,1200.0,6.462149999999951
131,21:40-21:50,671.3651083333334,0.0,0.0,1200.0,1200.0,0.0
132,21:50-22:00,1394.6799999999998,833.3333333333333,0.0,1200.0,1950.0,0.0
133,22:00-22:10,1385.6209166666665,833.3333333333333,0.0,1950.0,2700.0,0.0
134,22:10-22:20,1226.4466828484628,666.6667828484628,0.0,2700.0,3300.0001045636163,0.0
135,22:20-22:30,1378.0583333333334,833.3333333333333,0.0,3300.0001045636163,4050.0001045636163,0.0
136,22:30-22:40,1384.778733333333,833.3333333333333,0.0,4050.0001045636163,4800.000104563616,0.0
137,22:40-22:50,1387.1341,833.3333333333333,0.0,4800.000104563616,5550.000104563616,0.0
138,22:50-23:00,1383.5383333333332,833.3333333333333,0.0,5550.000104563616,6300.000104563616,0.0
139,23:00-23:10,1400.7520166666666,833.3333333333333,0.0,6300.000104563616,7050.000104563616,0.0
140,23:10-23:20,1407.521167151535,833.3332171515351,0.0,7050.000104563616,7799.999999999998,0.0
141,23:20-23:30,1397.2141666666666,833.3333333333333,0.0,7799.999999999998,8549.999999999998,0.0
142,23:30-23:40,1390.8365916666667,833.3333333333333,0.0,8549.999999999998,9299.999999999998,43.176074999999855
143,23:40-23:50,1363.4238916666666,833.3333333333333,0.0,9299.999999999998,10049.999999999998,10.887625000000071
144,23:50-0:00+1,1320.9016666666685,833.3333333333353,0.0,10049.999999999998,10800.0,0.0
